appid,name,english,developer,c_publisher,Platf,required_age,G;steamspy_tags,achievements,P.R.,negative_ratings,average_playtime,M.P.,owners
748540,Solitaire,1,baKno Games,baKno Games,windows;mac;linux,0,Casual;Indie;Simulation;Indie;Casual;Simulation,0,4,5,0,0,0-20000
748580,Bridge to Another World: The Others Collector's Edition,1,4 Friends Games,Big Fish Games,windows,0,Adventure;Casual;Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000
748600,Meme Dragons,1,Sky Nite,Sky Nite,windows,0,Action;Indie;Early Access;Early Access;Action;Indie,0,14,4,0,0,0-20000
748610,Airport Madness 3D: Volume 2,1,Big Fat Simulations Inc.,Big Fat Simulations Inc.,windows;mac,0,Adventure;Casual;Simulation;Casual;Simulation;Adventure,47,28,12,0,0,0-20000
748650,Carnage in Space: Ignition,1,MM//Productions,Throwback Entertainment,windows;mac;linux,0,Action;Indie;Action;Indie;Platformer,30,4,0,0,0,0-20000
748660,Tom's Mansion,1,RayKingArts,RayKingArts,windows,0,Action;Simulation;Action;Simulation,0,5,2,0,0,0-20000
748670,Skydiving Simulator VR,1,Robert Cardona,Robert Cardona,windows,0,Adventure;Casual;Indie;Simulation;Sports;Adventure;Indie;Casual,0,0,4,0,0,0-20000
748720,ATV Simulator VR,1,Robert Cardona,Robert Cardona,windows,0,Adventure;Casual;Indie;Simulation;Sports;Adventure;Indie;Casual,0,1,1,0,0,0-20000
748730,Seek Not a Lighthouse,1,"MidnightCoffee, Inc.","MidnightCoffee, Inc.",windows,0,Action;Adventure;Indie;RPG;Strategy;Adventure;Indie;Strategy,0,6,1,0,0,0-20000
748760,Soldier of Failure: Operation Zombie,1,TSS Studio,TSS Studio,windows,0,Adventure;Casual;Indie;Simulation;Casual;Indie;Adventure,0,16,36,0,0,0-20000
748800,Savage Offroad,1,Backburner Games,Backburner Games,windows,0,Racing;Racing;Indie;Arcade,50,9,8,0,0,0-20000
748820,Monstrous,1,Red Disk Games,Red Disk Games,windows;mac;linux,0,Action;Adventure;Early Access;Early Access;Action;Adventure,32,4,3,0,0,0-20000
748830,Yanone: Letter Splatter,1,Zombie Soup,Zombie Soup,windows,0,Action;Casual;Indie;Simulation;Sports;Action;Indie;Casual,9,2,0,0,0,0-20000
748880,External Visions,1,team BitClub,team BitClub,windows;linux,0,Free to Play;Indie;Free to Play;Indie;Metroidvania,21,12,5,0,0,0-20000
748890,Choice of Rebels: Uprising,1,Choice of Games,Choice of Games,windows;mac;linux,0,Adventure;Indie;RPG;Indie;Adventure;RPG,53,74,3,0,0,0-20000
748910,SpacePig,1,baKno Games,baKno Games,windows;mac;linux,0,Adventure;Casual;Indie;Adventure;Indie;Casual,0,1,0,0,0,0-20000
748930,Brink of Extinction,1,Correcture Games AB,Correcture Games AB,windows;mac,0,Action;Indie;Strategy;Strategy;Action;Indie,72,8,5,0,0,0-20000
748940,Rise of Legions,1,Broken Games,Crunchy Leaf Games,windows,0,Casual;Free to Play;Strategy;Early Access;Early Access;Free to Play;Strategy,0,382,124,0,0,100000-200000
748970,Zen Chess: Mate in One,1,Zen Chess Club,Zen Chess Club,windows;mac,0,Casual;Casual;Minimalist;Chess,30,28,3,0,0,0-20000
748980,Tico,1,baKno Games,baKno Games,windows;mac;linux,0,Casual;Indie;Indie;Casual,0,4,0,0,0,0-20000
748990,The Z Axis: Continuum,1,Lazerpants Studios LLC,Lazerpants Studios LLC,windows,0,Action;Indie;Action;Indie,34,2,0,0,0,0-20000
749010,Yatzy,1,baKno Games,baKno Games,windows;mac;linux,0,Casual;Indie;Simulation;Indie;Casual;Simulation,0,3,2,0,0,0-20000
749040,Battle Runner,1,Muzaku,Muzaku,windows,0,Casual;Indie;Indie;Casual;Runner,0,9,10,0,0,0-20000
749050,The 111th Soul,1,Ricardo Pratas,Ricardo Pratas,windows,0,Action;Adventure;Casual;Indie;Simulation;Adventure;Indie;Casual,0,64,25,0,0,0-20000
749080,Mystery Case Files: The Revenant's Hunt Collector's Edition,1,Eipix Entertainment,Big Fish Games,windows,0,Adventure;Casual;Casual;Adventure;Hidden Object,0,1,3,0,0,0-20000
749110,Bold Blade,1,Ultra Runaway Games,Ultra Runaway Games,windows,0,Action;Casual;Indie;RPG;Action;Casual;Indie,40,5,1,0,0,0-20000
749130,SK8,1,Hcor3,Hcor3,windows,0,Action;Casual;Indie;Action;Indie;Casual,0,6,7,0,0,0-20000
749140,Prehistorik 2,1,Titus Interactive,Interplay Entertainment Corp.,windows;mac,0,Adventure;RPG;Adventure;RPG;Platformer,0,19,1,0,0,0-20000
749150,Thrushbriar Hall,1,Poison Nut Games,Poison Nut Games,windows,0,Action;Adventure;Indie;Action;Adventure;Indie,0,0,1,0,0,0-20000
749180,Bridge Trek,1,Another Planet,Another Planet,windows,0,Indie;Simulation;Simulation;Indie;VR,0,12,3,0,0,0-20000
749200,Offensive Dimensions,1,OmicGames,OmicGames,windows,0,Action;Indie;Early Access;Early Access;Action;Indie,42,6,0,0,0,0-20000
749220,Pixel Zombie,1,alexeibelih,alexeibelih,windows,0,Action;Casual;Indie;Action;Indie;Casual,5,22,14,0,0,0-20000
749250,7th Sector,1,Носков Сергей,Носков Сергей,windows,0,Adventure;Indie;Adventure;Indie;Puzzle,25,98,13,0,0,0-20000
749270,Magic Siege - Defender,1,Oriplay,Cristian Manolachi;Atomic Fabrik,windows;mac,0,Casual;Indie;Simulation;Strategy;Indie;Casual;Strategy,11,21,19,0,0,0-20000
749320,Alma,1,Turquesa Studios,Turquesa Studios,windows,0,Casual;Indie;Indie;Casual;Female Protagonist,0,3,0,0,0,0-20000
749340,Chocolate makes you happy,1,Blender Games,Blender Games,windows,0,Casual;Indie;Casual;Indie;Physics,154,33,9,0,0,0-20000
749370,The Perfect Sniper,1,Sinn Studio Inc.,Sinn Studio Inc.,windows,16,Violent;Gore;Action;Action;Gore;Violent,18,13,12,0,0,0-20000
749410,Season's Beatings,1,Code Avarice,Code Avarice,windows;mac;linux,0,Violent;Gore;Action;Indie;Action;Gore;Indie,19,26,4,0,0,0-20000
749470,TAOTH - The Adventures of the Herkulez,1,Andreas Ammer,Andreas Ammer,windows;linux,0,Action;Indie;Action;Indie;Shoot 'Em Up,15,2,0,0,0,0-20000
749480,Station 228,1,Green-eyed Taxi,Narko Games,windows,0,Violent;Gore;Action;Adventure;Casual;Indie;Action;Casual;Adventure,0,6,20,0,0,0-20000
749510,Hell Survive,1,alexeibelih,alexeibelih,windows,0,Action;Casual;Indie;Indie;Action;Casual,6,52,16,2,2,0-20000
749520,樱之杜†净梦者 / Sakura no Mori † Dreamers,0,MOONSTONE,HIKARI FIELD,windows,0,Adventure;Visual Novel;Anime;Adventure,0,302,18,9,9,0-20000
749540,Wild Wolf,1,Altai Game Studio,Altai Game Studio,windows,0,Action;Adventure;Casual;Indie;Simulation;Early Access;Early Access;Simulation;Action,2,74,49,0,0,0-20000
749550,Lawnmower Game 2: Drifter,1,Tero Lunkka;Jacob Clevenger,Tero Lunkka,windows,0,Casual;Indie;Racing;Indie;Casual;Racing,0,10,14,0,0,0-20000
749560,Cycle 28,1,Pill Bug Interactive,Pill Bug Interactive,windows,0,Action;Indie;Indie;Action;Classic,11,31,1,0,0,0-20000
749570,Plandzz 2,1,Brzezinski,SIFAKA DIGITAL,windows;mac,0,Casual;Indie;Casual;Indie;Puzzle,120,15,1,0,0,0-20000
749580,All That Remains,1,Elysian Games,Elysian Games,windows,0,Adventure;Casual;Indie;Adventure;Indie;Casual,0,14,13,0,0,0-20000
749600,Insects runner,1,Primitive Studio,Primitive Studio,windows,0,Casual;Indie;Strategy;Indie;Casual;Strategy,0,11,9,0,0,0-20000
749650,Barrimean Jungle,1,ONECOMPANY,ONECOMPANY,windows,0,Action;Adventure;Indie;Action;Adventure;Indie,0,0,1,0,0,0-20000
749670,Spinning Around,1,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,0,Action;Casual;Indie;Action;Indie;Casual,11,23,3,0,0,0-20000
749700,Karate Krab,1,Liquid Sapling,Liquid Sapling,windows,0,Action;Adventure;Casual;Indie;Indie;Action;Casual,26,10,0,0,0,0-20000
749710,Imperi,1,Nuts and Volts Electronics,Nuts and Volts Electronics,windows,0,Casual;Indie;Simulation;Strategy;Casual;Strategy;Indie,20,2,2,0,0,0-20000
749730,While you are Downloading,1,Alien Nude LTD,Alien Nude LTD,windows,0,Action;Indie;Early Access;Early Access;Action;Indie,16,18,3,0,0,0-20000
749780,DEAD DOZEN Escape,1,Fntastic,Fntastic,windows,0,Action;Indie;Massively Multiplayer;Action;Zombies;Horror,0,231,292,0,0,0-20000
749800,PixelJunk™ Monsters 2,1,Q-Games Ltd.,"Spike Chunsoft Co., Ltd.",windows,0,Action;Action;Tower Defense,17,66,43,0,0,0-20000
749830,Moon Bullet,1,Jorge Aires,B Negative,windows,0,Action;Indie;Indie;Action;2D,9,10,5,0,0,0-20000
749840,The Boogie Man,1,Uri Games,AGM PLAYISM,windows,0,Adventure;Casual;Indie;Adventure;Indie;Casual,28,31,7,0,0,0-20000
749850,DragonFangZ - The Rose & Dungeon of Time,1,Toydea Inc.,Toydea Inc.;Gamera Game,windows;mac,0,Indie;RPG;Strategy;RPG;Indie;Strategy,32,73,17,0,0,0-20000
749860,Super Sportmatchen,1,Kaj Forell Video Game Brand,DANGEN Entertainment,windows,0,Action;Indie;Sports;Sports;Action;Indie,29,11,2,0,0,0-20000
749870,MyTD 我的塔防,0,DaTigerGame,DaTigerGame,windows,0,Casual;Indie;Strategy;Strategy;Indie;Casual,0,22,12,0,0,0-20000
749880,Just Jump,1,Old Keyboard,Old Keyboard,windows,0,Action;Casual;Indie;Action;Indie;Casual,212,53,13,0,0,0-20000
749890,The Hanged Man,1,Uri Games,AGM PLAYISM,windows,0,Adventure;Casual;Indie;Indie;Casual;Adventure,28,29,1,0,0,0-20000
749900,Feed the Animals,1,Attila Vitez,Capiproducts,windows,0,Indie;Indie,0,1,1,0,0,0-20000
749920,Eternal Dread,1,Hitbear Studio,Hitbear Studio,windows,0,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Sexual Content;Nudity;Gore,20,21,9,0,0,0-20000
749960,Townsmen VR,1,HandyGames,HandyGames,windows,0,Simulation;Strategy;Early Access;Early Access;Simulation;Strategy,0,93,33,107,107,0-20000
749980,Illusion: A Tale of the Mind,1,Frima Studio Inc.;Groupe PVP Inc.,Ravenscourt,windows,0,Adventure;Indie;Adventure;Indie;Female Protagonist,19,12,4,0,0,0-20000
749990,Trigonometry,1,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,0,Action;Casual;Indie;Indie;Casual;Action,11,23,2,0,0,0-20000
750010,Combat Tested,1,Buckethead Entertainment,Buckethead Entertainment,windows,0,Violent;Gore;Action;Action;Gore;Violent,0,35,13,0,0,0-20000
750020,Moving Day,1,CloudTheWolf Games,CloudTheWolf Games,windows,0,Adventure;RPG;Adventure;RPG;RPGMaker,6,3,1,0,0,0-20000
750040,Finger Ninja,1,Freshtrax,Freshtrax,windows,0,Casual;Indie;Simulation;Indie;Casual;Simulation,0,11,10,0,0,0-20000
750070,Motorbike Garage Mechanic Simulator,1,dev4play,Fat Dog Games,windows,0,Indie;Simulation;Indie;Simulation;Casual,60,16,17,0,0,0-20000
750080,Dead Climb,1,dev4play,Fat Dog Games,windows,0,Indie;Simulation;Simulation;Indie,17,3,1,0,0,0-20000
750170,Diesel Railcar Simulator,1,Lapioware,Lapioware,windows,0,Indie;Simulation;Early Access;Early Access;Simulation;Indie,0,124,6,0,0,0-20000
750210,Last Anime boy: Saving loli,1,CSM,W.T.B.,windows,0,Action;Indie;Action;Indie;FPS,0,65,35,0,0,0-20000
750240,Ascending Madness,1,Moxie Game Studio,Moxie Game Studio,windows,0,Action;Indie;Early Access;Early Access;Action;Indie,6,3,0,0,0,0-20000
750270,Hover X Souls: Git Gud Edition,1,Modesto Rabena,Divergent Game Studio,windows,0,Action;Indie;Simulation;Action;Indie;Simulation,0,2,2,0,0,0-20000
750330,Air Hockey,1,Standby,Standby,windows,0,Action;Casual;Indie;Sports;Action;Indie;Casual,20,19,10,0,0,0-20000
750350,Google Spotlight Stories: Piggy,1,Google Inc.,Google Inc.,windows,0,Adventure;Free to Play;Free to Play;Adventure;VR,0,15,0,0,0,0-20000
750360,Google Spotlight Stories: On Ice,1,Google Inc.,Google Inc.,windows,0,Adventure;Free to Play;Free to Play;Adventure;VR,0,18,0,0,0,0-20000
750420,Super Dashmatch,1,BerlinGamesClub,hOSHI,windows;mac,0,Action;Indie;Early Access;Early Access;Action;Indie,36,4,1,0,0,0-20000
750440,Skylight,1,E McNeill,E McNeill,windows,0,Indie;Strategy;Strategy;Indie;VR,0,11,7,0,0,0-20000
750450,Gunlock,1,Aleksandar Kuzmanovic Games,Aleksandar Kuzmanovic Games,windows,0,Action;Indie;Strategy;Action;Indie;Strategy,15,38,1,0,0,0-20000
750460,WRONGED,1,Joshua Roland,Joshua Roland,windows,0,Action;Adventure;Indie;Adventure;Gore;Indie,4,10,2,0,0,0-20000
750470,War Brokers,1,Trebuchet Entertainment LLC,Trebuchet Entertainment LLC,windows;mac;linux,0,Action;Indie;Massively Multiplayer;Simulation;Early Access;Early Access;Massively Multiplayer;Action,0,43,8,77,77,0-20000
750500,Socketeer,1,Ice BEAM Ltd.,Alliance Digital Media,windows;mac,0,Action;Indie;Action;Indie,27,5,2,0,0,0-20000
750620,Naughty Elves,1,gurkenlabs,gurkenlabs,windows,0,Casual;Indie;Indie;Casual;2D,13,2,1,0,0,0-20000
750660,Knockout Checkers Chamber,1,Wonderbox Games,Wonderbox Games,windows;mac,0,Casual;Strategy;Strategy;Indie;Fantasy,34,44,7,0,0,0-20000
750670,SUSHIDO VS ZOMBIES,1,AMG GAMES,AMG GAMES,windows,0,Violent;Action;Action;Violent;VR,0,1,0,0,0,0-20000
750710,CRONEWORLD RPG ADVENTURE - 1,1,STREETCAT STUDIO,STREETCAT STUDIO,windows,0,Indie;RPG;Indie;RPG;Adventure,0,1,1,0,0,0-20000
750740,Slice the Ice,1,Fancy Factory,Fancy Factory,windows;mac,0,Action;Casual;Indie;Action;Indie;Casual,5,1,2,0,0,0-20000
750770,Labyronia Elements,1,Labyrinthine,Labyrinthine,windows,0,Adventure;Indie;RPG;Strategy;Indie;Adventure;RPG,20,11,2,0,0,0-20000
750780,Christmas Puzzle 2,1,Notus Games Ltd,Notus Games Ltd,windows;mac,0,Casual;Casual;Match 3;Puzzle,11,7,0,0,0,0-20000
750790,Hollow Throne,1,onyonvoid,onyonvoid,windows,0,Action;Indie;Action;Indie,6,7,3,0,0,0-20000
750800,Egress,1,Fazan,Fazan,windows,0,Action;Indie;RPG;Early Access;Early Access;Action;Indie,0,70,31,0,0,0-20000
750850,The Dream Collector,1,Pinta Studios,Pinta Studios,windows,0,Casual;Indie;Indie;Casual;VR,0,47,9,0,0,0-20000
750870,JumpBall 2,1,André Bertaglia,André Bertaglia,windows,0,Casual;Indie;Racing;Sports;Indie;Casual;Racing,0,3,1,0,0,0-20000
750900,Fight desserts,1,WTao,WTao,windows,0,Adventure;Casual;Adventure;Casual,10,2,8,0,0,0-20000
750920,Shadow of the Tomb Raider,1,Eidos-Montréal;Crystal Dynamics;Nixxes software,Square Enix,windows,18,Action;Adventure;Adventure;Action;Lara Croft,99,10832,4408,672,733,500000-1000000
750930,Sudoku,1,Sly,SlyGames,windows;mac;linux,0,Casual;Indie;Indie;Casual,33,17,11,0,0,0-20000
750960,Yissa Deep Realms,1,PixelGreeds,PixelGreeds,windows,0,Action;Adventure;Indie;Indie;Action;Platformer,16,55,6,0,0,0-20000
750990,NEKO-NIN exHeart +PLUS Saiha,1,Whirlpool,Sekai Project,windows,0,Sexual Content;Nudity;Action;Casual;Indie;Simulation;Sexual Content;Nudity;Indie,0,93,5,0,0,20000-50000
751080,Strange Things,1,Dexion Games,Dexion Games,windows,0,Action;Adventure;Casual;Indie;Action;Indie;Casual,0,3,9,0,0,0-20000
751110,OVERVIEW: A Walk Through The Universe,1,Orbital Views,Orbital Views,windows,0,Casual;Indie;Simulation;Simulation;Casual;Indie,0,45,15,0,0,0-20000
751200,Puzzle Tactics,1,Robert Alvarez,Robert Alvarez,windows;mac,0,Indie;Strategy;Indie;Strategy;Puzzle,20,11,5,0,0,0-20000
751220,ETHEREAL,1,Nicolás Recabarren;Tomás Batista,Nonsense Arts,windows;mac,0,Indie;Indie;Puzzle;Abstract,8,37,1,0,0,0-20000
751240,Fractured Lands,1,Unbroken Studios,Unbroken Studios,windows,0,Action;Early Access;Early Access;Battle Royale;Action,0,218,183,0,0,0-20000
751250,Big Tower Tiny Square,1,Evil Objective,EO Interactive,windows,0,Action;Adventure;Indie;Adventure;Indie;Action,62,42,8,0,0,0-20000
751260,Astrohazard Solutions Ltd.,1,Bob Games,Bob Games,windows,0,Action;Adventure;Indie;Action;Adventure;Indie,16,7,0,0,0,0-20000
751280,Snail Trek - Chapter 1: Intershellar,1,Phil Fortier,Phil Fortier,windows;mac;linux,0,Adventure;Indie;Adventure;Indie;Retro,6,82,3,0,0,0-20000
751300,Alice Mystery Garden,1,AMG GAMES,AMG GAMES,windows,0,Casual;Casual;VR;Anime,0,90,4,0,0,0-20000
751330,Battery Jam,1,Halseo,Halseo,windows,0,Action;Casual;Indie;Action;Casual;Indie,0,14,5,0,0,0-20000
751340,ASSAULT GUNNERS HD EDITION,1,SHADE Inc.,Marvelous;Marvelous Europe Limited,windows,0,Action;Action;Mechs;Robots,75,38,13,0,0,0-20000
751350,Deadly Contact,1,Kaan Bukusoglu,Kaan Bukusoglu,windows,0,Action;Casual;Free to Play;Indie;Free to Play;Action;Indie,0,18,4,0,0,0-20000
751380,Sacred Four,1,AMG GAMES,AMG GAMES,windows,0,Violent;Action;Action;Violent;VR,0,10,3,0,0,0-20000
751400,The Turdler,1,BucketShop Software,BucketShop Software,windows,0,Action;Casual;Action;Casual;VR,9,2,1,0,0,0-20000
751430,Puzzle of Santa Girl VR,1,Studio Thug Life,Studio Thug Life,windows,0,Casual;Indie;Indie;Casual;VR,0,1,1,0,0,0-20000
751440,VR Kanojo / VRカノジョ,1,ILLUSION,ILLUSION,windows,0,Sexual Content;Nudity;Adventure;Sexual Content;Nudity;VR,0,513,125,0,0,20000-50000
751470,Deadstep,1,Sangwoon Jin,FLUXJIN,windows,0,Casual;Indie;Casual;Indie;Horror,0,20,6,0,0,0-20000
751480,Vector Velocity,1,David Mulder,David Mulder,windows,0,Action;Casual;Action;Casual;VR,0,5,2,0,0,0-20000
751500,TINY METAL,1,AREA 35,Sony Music Entertainment (Japan) Inc. / UNTIES,windows;mac,0,Strategy;Strategy;Turn-Based Combat;Turn-Based Strategy,14,130,49,0,0,0-20000
751530,Dog Fight Super Ultra Deluxe,1,MightyCodeDragon,MightyCodeDragon,windows,0,Action;Casual;Indie;Action;Indie;Casual,9,1,0,0,0,0-20000
751540,Duel Jousting,1,ShadowInk Designs,ShadowInk Designs,windows;mac;linux,0,Action;Casual;Indie;Action;Indie;Casual,25,2,2,0,0,0-20000
751550,The Same Crime,1,福州沉浸者网络科技有限公司,福州沉浸者网络科技有限公司,windows,0,Adventure;Indie;RPG;Adventure;Indie;RPG,0,5,3,0,0,0-20000
751580,Mankind Defender (Restocked),1,dev4play,dev4ent,windows,0,Action;RPG;Action;RPG;Fantasy,0,3,2,0,0,0-20000
751590,Dinosaurs A Prehistoric Adventure,1,Arcupion Art,Arcupion Art,windows,0,Action;Adventure;Free to Play;Indie;RPG;Free to Play;Indie;Dinosaurs,0,66,94,0,0,50000-100000
751640,Dead Dungeon,1,Alexey Roenko,Alexey Roenko,windows;mac;linux,0,Action;Adventure;Indie;Indie;Adventure;Action,20,69,0,0,0,0-20000
751660,War Truck Simulator (Restocked),1,dev4play,dev4ent,windows,0,Action;Indie;Simulation;Action;Indie;Simulation,0,1,6,0,0,0-20000
751670,Cloud Chasers - Journey of Hope,1,Blindflug Studios AG,Blindflug Studios AG,windows;mac,0,Adventure;Casual;Indie;Casual;Indie;Adventure,45,5,1,0,0,0-20000
751680,C64 & AMIGA Classix Remakes Sixpack 2,1,magnussoft,magnussoft,windows,0,Action;Casual;Racing;Action;Casual;Racing,0,2,0,0,0,0-20000
751690,The Mammoth: A Cave Painting,1,inbetweengames,inbetweengames,windows;mac;linux,0,Action;Adventure;Casual;Indie;Adventure;Indie;Action,1,480,52,3,3,20000-50000
751730,Tennis Arcade VR,1,ITC Studio;Software Wolf,Software Wolf;ITC Studio,windows,0,Indie;Simulation;Sports;Sports;Simulation;Indie,0,10,1,0,0,0-20000
751740,Roller Coaster Egypt VR,1,NetDinamica,NetDinamica,windows,0,Action;Adventure;Indie;Simulation;Action;Adventure;Indie,0,0,3,0,0,0-20000
751780,Forager,1,HopFrog,Humble Bundle,windows;linux,0,Action;Adventure;Indie;Simulation;Survival;Adventure;Crafting,84,1666,209,587,587,100000-200000
751870,Chopper Battle New Horizon,1,magnussoft,magnussoft,windows,0,Action;Simulation;Action;Simulation,0,0,1,0,0,0-20000
751950,TACTICAL,1,Gameface Games Ltd,Gameface Games Ltd,windows,0,Action;Indie;Strategy;Action;Indie;Strategy,10,8,0,0,0,0-20000
751970,Plox Neon,1,Desert Owl Games LLC,Desert Owl Games LLC,windows;mac,0,Action;Casual;Indie;Strategy;Action;Indie;Casual,12,14,2,0,0,0-20000
752000,Bug Battle,1,Xamdes Games,Xamdes Games,windows;mac;linux,0,Action;Casual;Indie;Action;Indie;Casual,6,1,2,0,0,0-20000
752020,The Apartment,1,Shattered Mirror,Shattered Mirror,windows,0,Violent;Gore;Action;Adventure;Indie;Action;Adventure;Indie,17,12,10,0,0,0-20000
752030,Paradise Lost: FPS Cosmic Horror Game,1,Juan Pedraza,Juan Pedraza,windows;mac,0,Violent;Gore;Indie;Early Access;Early Access;Indie;Gore,0,4,5,0,0,0-20000
752050,Virtual Reality Girls,1,ErosVR,ErosVR,windows,0,Sexual Content;Nudity;Casual;Simulation;Sexual Content;Nudity;Mature,0,19,13,0,0,0-20000
752080,Intergalactic traveler: The Omega Sector,1,Artificer Creator,Artificer Creator,windows,0,Action;Casual;Indie;Action;Indie;Casual,0,1,0,0,0,0-20000
752180,One Night,1,Dark Gaia Studios,Dark Gaia Studios,windows,0,Adventure;Indie;Adventure;Indie,0,11,1,0,0,0-20000
752200,VR Dunhuang,1,"Beijing Gravitational Waves VR technology co.,LTD","Beijing Gravitational Waves VR technology co.,LTD",windows,0,Adventure;Casual;RPG;Simulation;Adventure;RPG;Casual,0,8,2,0,0,0-20000
752300,Forestation,1,Wonderbox Games,Wonderbox Games,windows;mac,0,Casual;Casual;Puzzle;Relaxing,17,24,18,0,0,0-20000
752310,Flying Salvager,1,Wonderbox Games,Wonderbox Games,windows;mac,0,Casual;Simulation;Casual;Simulation;Flight,26,4,6,0,0,0-20000
752330,Shape of America: Episode One,1,kuklam studios,kuklam studios,windows,0,Adventure;Indie;RPG;Adventure;RPG;Indie,0,33,3,0,0,0-20000
752360,Fallen Mage (Restocked),1,dev4play,dev4ent,windows,0,Action;Indie;RPG;Action;Indie;RPG,0,2,1,0,0,0-20000
752380,TERRORHYTHM (TRRT) - Rhythm driven action beat 'em up!,1,EvilCoGames,EvilCoGames,windows;mac,0,Action;Casual;Indie;Simulation;Sports;Action;Indie;Casual,57,46,13,0,0,0-20000
752400,Frozen Drift Race (Restocked),1,dev4play,dev4ent,windows,0,Action;Indie;Racing;Action;Indie;Racing,0,1,4,0,0,0-20000
752430,Arcade Love / ゲーセンラブ。,1,TRIANGLE SERVICE,TRIANGLE SERVICE,windows,0,Action;Casual;Indie;Action;Indie;Casual,28,3,0,0,0,0-20000
752470,CINERIS SOMNIA,1,NAYUTA STUDIO,AGM PLAYISM,windows,0,Adventure;Indie;Adventure;Indie;Walking Simulator,9,44,6,0,0,0-20000
752500,Ghoulboy - Dark Sword of Goblin,1,Serkan Bakar,Serkan Bakar,windows,0,Action;Adventure;Casual;Indie;Action;Adventure;Indie,6,91,42,0,0,20000-50000
752550,Ripped Pants at Work,1,Scott Ethington,Scott Ethington,windows;mac,0,Action;Indie;Indie;Action,0,20,4,0,0,0-20000
752560,Noahmund,1,Estudio Ábrego,Estudio Ábrego;Shinyuden,windows,0,Violent;Adventure;Indie;RPG;Strategy;Adventure;Indie;Violent,15,17,5,0,0,0-20000
752570,Song of Memories (Complete Scenario),1,"Future Tech Lab Co.,Ltd.","Future Tech Lab Co.,Ltd.",windows,0,Adventure;Casual;Sexual Content;Anime;Casual,37,57,31,302,302,0-20000
752600,Dual Snake,1,Yfrit Games,Yfrit Games,windows,0,Adventure;Casual;Indie;Casual;Adventure;Indie,37,35,2,0,0,0-20000
752640,National Rugby Manager,1,Biological Systems Modeling;Alternative Software,Alternative Software,windows,0,Action;Casual;Simulation;Sports;Strategy;Simulation;Action;Strategy,0,16,8,0,0,0-20000
752690,The Resistance,1,Barty Games,Barty Games,windows,0,Action;Action,0,5,5,0,0,0-20000
752700,Abscond,1,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,0,Action;Casual;Indie;Action;Indie;Casual,11,25,8,0,0,0-20000
752710,Infinity Trip,1,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,0,Action;Casual;Indie;Racing;Action;Racing;Indie,11,6,6,0,0,0-20000
752730,Fantastic Beasts and Where to Find Them VR Experience,1,Framestore,Warner Bros.,windows,0,Adventure;Casual;Adventure;Casual;VR,0,6,18,0,0,0-20000
752750,Justice League VR: The Complete Experience,1,MethodEXP,Warner Bros.,windows,0,Adventure;Casual;Adventure;Casual;VR,0,7,16,0,0,0-20000
752770,GyroShooter,1,TRIANGLE SERVICE,TRIANGLE SERVICE,windows,0,Action;Casual;Indie;Action;Indie;Casual,13,1,0,0,0,0-20000
752780,W4RR-i/o-RS,1,Xitilon,Xitilon,windows,0,Indie;Simulation;Indie;Simulation;Singleplayer,10,9,12,0,0,0-20000
752790,Danger Close!,1,Magical Hackers,Magical Hackers,windows,0,Violent;Gore;Action;Indie;Action;Indie;Gore,25,3,0,0,0,0-20000
752800,Mysterious Realms RPG,1,Itharius,Itharius,windows,0,Adventure;Indie;RPG;RPG;Indie;Adventure,56,31,0,0,0,0-20000
752810,NOLA is Burning,1,Choice of Games,Choice of Games,windows;mac;linux,0,Adventure;Indie;RPG;Adventure;RPG;Indie,26,2,5,0,0,0-20000
752830,Choice of the Rock Star,1,Choice of Games,Choice of Games,windows;mac;linux,0,Adventure;Indie;RPG;Adventure;RPG;Indie,41,2,3,0,0,0-20000
752850,Choice of the Ninja,1,Choice of Games,Choice of Games,windows;mac;linux,0,Adventure;Indie;RPG;Adventure;RPG;Indie,0,7,4,0,0,0-20000
752880,Sounds of Music,1,Kevin Paek,Kevin Paek,windows;mac,0,Casual;Indie;Indie;Casual,0,2,0,0,0,0-20000
752910,Cookies vs. Claus,1,Joshua Williams;Evil Tortilla Games Incorporated,Evil Tortilla Games,windows;mac,0,Action;Casual;Indie;Early Access;Early Access;Action;Indie,10,93,14,0,0,0-20000
753060,Lucky Night VR,1,ATC Games,ATC Games,windows,0,Casual;Free to Play;Early Access;Early Access;Free to Play;Casual,18,16,9,0,0,0-20000
753090,Marius,1,Granola Studios,Granola Studios,windows,0,Free to Play;Free to Play;VR;VR Only,0,9,8,0,0,0-20000
753100,Orbitality,1,Wonderbox Games,Wonderbox Games,windows;mac,0,Action;Indie;Action;Indie;Space,6,2,1,0,0,0-20000
753110,Chronicles of Vinland,1,Wonderbox Games,Wonderbox Games,windows;mac,0,Casual;Strategy;Strategy;Casual;City Builder,17,48,61,0,0,0-20000
