owners,appid,price,release_date;name,publisher,required_age,categories,steamspy_tags;genres,achievements,median_playtime
100000-200000,365360,22.99,2017-03-24;Battle Brothers,Overhype Studios,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy;Turn-Based Combat;Medieval;Indie;RPG;Strategy,89,0
d2_0-20000,354180,2.89,2015-05-21;Bunker - The Underground Rame,2tainment GmbH,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Adventure;Point & Click;Adventure;Indie,33,-6741
50000-100000,571350,0.0,2017-03-03;DED,L. Stotch;Vladimir Soldatov,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Free to Play;Action;Indie;Action;Free to Play;Indie,10,0
0-20000,959990,0.79,2019-04-04;Block Puazlr!,Garnudo Games,0,Single-player,Indie;Casual;Simulation;Casual;Indie;Simulation,0,0
0-20000,978910,0.0,2019-01-26;Necro Defense,3D FACTORY,0,Single-player,Strategy;Action;Simulation;Action;Simulation;Strategy,0,0
0-20000,916060,15.49,10_2018_25;Loca-Love My Cute Roommate,Frontwing USA,18,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Nudity;Sexual Content;Casual;Adventure;Casual,15,6142
500000-1000000,104200,1.59,2011-05-06;BEEP,Big Fat Alien,0,Single-player;Steam Trading Cards,Indie;Platformer;Adventure;Adventure;Indie,0,147
50000-100000,1610,6.99,2006-02-07;Space Empires IV Deluxe,Strategy First,0,Single-player;Multi-player,Strategy;4X;Sci-fi;Strategy,0,-448
0-20000,636050,6.19,2017-06-30;5 Etar Rio Rezort,rokaplay,0,Single-player,Casual;Match 3;Card Game;Casual,0,0
0-20000,772420,1.69,20w8-01-08;COMPLEX a VR Puzzle Game,Rock AK Games (AK),0,Single-player,Strategy;Indie;Casual;Casual;Indie;Simulation;Strategy,0,11335
200000-500000,357780,3.99,04_10_2015;Defend Your Life: TD,Alda Games,0,Single-player;Steam Achievements;Steam Trading Cards,Tower Defense;Casual;Strategy;Action;Casual;Indie;Strategy,20,708
C_100000-200000,265380,6.99,2014-02-13;Grimind,Forever Endertainment S. A.,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;Platformer;Adventure;Action;Adventure;Indie,15,4618
KL6z_0-20000,783600,3.99,2018-01-25;Kicking Kittens: Putin Saves The World,VT Publishing,0,Single-player;Steam Achievements,Action;Casual;Indie;Action;Casual,5000,0
0-Z0000,652050,3.99,2017-06-21;The Labyrinth,Spillman_Alexander,0,Single-player;Steam Achievements;Stats,Early Access;Adventure;RPG;Adventure;RPG;Early Access,22,0
0-20000,803680,4.79,2018-12-25;Eat Your Words,Johnny Ow,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;Casual;Casual;Indie,19,0
6oOb_0-20000,809330,0.79,2018-03-09;Desti.Of.L.,Ohayo Software,0,Single-player;Stats,Adventure;Indie;RPG;Adventure;Indie;RPG,0,586
0-20000,800720,1.69,gjk_2018-04-02;Space Fighters,ZeroByter Games,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Space;Action;Indie,23,0
NaJ_50000-100000,287200,6.99,2014-05-12;Wilslife Park 3,b-alive gmbh,0,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Simulation;Strategy;Casual;Casual;Indie;Simulation;Strategy,41,0
0-20p00,458200,10.99,2016-07-04;Rumpus,Luke Iannini,0,Includes level editor,Early Access;Design & Illustration;Animation & Modeling;Animation & Modeling;Audio Production;Design & Illustration;Education;Early Access,0,0
0-20000,611390,5.59,2018-08-03;Anicon - Animal Complex - Sheep's Path,Zeiva Inc,0,Single-player;Steam Trading Cards,Adventure;Casual;Indie;Adventure;Casual;Indie,0,0
50000_20000,594330,19.49,2018-10-02;Visage,SadSquare Studio,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Early Access;Horror;Psychological Horror;Action;Adventure;Indie;Simulation;Early Access,7,4308
0-20po0,464040,4.99,2016-09-08;Log Drive Runher,Proud Camel Games,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;Casual;Runner;Casual;Indie,9,0
0-20000,288260,4.99,2015-11-05;Conflicks - Revolutionary Space Battles,Artifice Studio,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Strategy;Indie;Action;Action;Casual;Indie;Strategy,44,-1359
0-20000,690040,9.29,2917-12-0i;MIND_SUPERHOT:_CONTROL_DELETE,SUPERHOT Team,0,Single-player,Early Access;Action;Indie;Action;Indie;Early Access,1,12655
0-20000,656690,9.99,2018-09-20;Medieval Steve,JForth Designs,0,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Adventure;Action;Adventure;Casual;Indie,25,0
20000-50000,297750,29.99,2014-06-06;Close Combat - Gateway to Caen,Slitherine Ltd.,0,Single-player;Multi-player;Includes level editor,Strategy;World War II;Simulation;Simulation;Strategy,0,1
20000-50000,547470,1.59,2016-11-07;Apokalypsis,Quantum Entanglement Games,0,Single-player;Steam Trading Cards,Action;Action,0,356
20000-50000,576880,0.79,2017-01-13;Blackwater Bayou VR,Virtual Raga Studios LLC,0,Single-player;Steam Achievements;Steam Trading Cards,Action;RPG;Indie;Action;Adventure;Casual;Indie;RPG;Simulation,17,230
0-20000,858180,0.79,05_24_2018;Adventures of Mike,o8c_Polina Medyanik,0,Single-player;Steam Achievements,Indie;Casual;Casual;Indie,9,2348
0-20000,870090,13.99,2018-06-21;Lems,Universe Worth Experiencing,0,Single-player,Early Access;Indie;VR;Indie;Early Access,0,-782
0-20000,573550,2.79,2017-01-06;GoalkeepVr,DigitalBadger Design,0,Single-player;Local Multi-Player;Shared/Split Screen;Stats;Steam Leaderboards,Action;Simulation;Sports;Action;Simulation;Sports,0,0
0-20000,654630,0.79,2017-07-05;Dreamblaster,Khaulepi,0,Single-player,Action;Indie;Action;Indie,25,0
0-20000,16110,5.99,2008-05-12;Virtual Villagers: The Lost Children,La.D.Of.Wo.,0,Single-player,Casual;Simulation;Casual;Simulation,0,0
0-20000,916130,0.0,2018-09-20;Meet the Miner - WDR VR Bergwerk,Westdeutscher Rundfunk Koeln,0,Single-player,Free to Play;Simulation;Action;Action;Adventure;Free to Play;Simulation,0,0
0-20000,960700,0.79,2018-11-12;GUNS 'n GUTS,Edic C,0,Single-player;Captions available;Stats,Action;Indie;Gore;Action;Indie,0,0
0-20000,557190,1.69,2016-11-21;BuildMordCubes,GA Studio Ltd.,0,Single-player;Steam Trading Cards,Casual;Strategy;Action;Action;Adventure;Casual;Indie;Strategy,0,0
0-20000,527470,3.99,2016-11-22;Donuts'n'Justike,FobTi interactive,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Violent;Indie;Violent;Gore;Action;Indie,35,1469
0-2O000,598480,2.89,2017-06-08;World of 0ne,Grimwood Team,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Action;Gore;Violent;Gore;Action;Adventure;Indie,38,5714
0-20000,971610,3.99,2019-03-22;Gyro Boss DX,Chequered Ink Ltd.,0,Single-player;Multi-player;Local Multi-Player;Full controller support,Action;Casual;Action;Casual,0,0
2000000-5000000,389570,0.0,20q5-0y-29;Mitos.is: The Game,Freakinware Studios,0,Multi-player,Free to Play;Multiplayer;Massively Multiplayer;Free to Play;Simulation,0,67
0-20000,455290,7.99,26_2016_10;Dashing Dinos,Lost Mountain,0,Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie;Casual;Action;Casual;Indie,8,0
20000_0,380700,1.59,2015-08-04;2ombie Killtime,Nicholas Mallory,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Adventure;Indie;Action;Adventure;Casual;Indie,9,0
9-w0000,851770,11.0,2018-12-21;T_Number Hunt,PaleBlue XYZ,0,Single-player;Online Multi-Player;Steam Achievements;Steam Leaderboards,Action;Indie;VR;Action;Indie,24,0
0-20000,921850,0.79,2018-10-04;Jar Sam,Dead Peach,0,Single-player;Steam Achievements,Indie;Indie,12,6738
0-20000,699010,6.99,2017-11-22;Unsettled,Field of View CE,0,Single-player;Steam Achievements;Captions available,Early Access;Indie;Adventure;Adventure;Indie;Early Access,10,4745
0-20009,756490,7.19,2018-03-16;Zu9b_Next Hero,LINE Games Corporation,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;RPG;Action;Adventure;Casual;Indie;RPG,77,0
0-20000,729370,11.39,2019-01-23;-KLAUS-,La Cosa,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie;Platformer;Adventure;Indie,41,0
0-10o00,897360,2.89,2018-07-30;Urban Explorer Golf,DIEVOLUTION SOFTWARE,0,Single-player,Indie;Casual;Puzzle;Casual;Indie,0,0
200000-500000,598470,3.99,2p16-03-24;Dungeon Creepster,VT Publishing,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Casual;Action;Adventure;Casual;Indie;RPG,500,203
0-20000,560720,2.79,2017-02-02;Dark Angels: Mxsqierade of Shadows,Alawar Entertainment,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Adventure;Hidden Object;Adventure;Casual,30,0
200000-500000,623940,5.59,2017-09-14;HIVESWAP: Act 1,"What Pumpkin Games, Inc.",0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Point & Click;Great Soundtrack;Adventure;Indie;RPG,44,243
0-20000,917770,4.79,2018-09-03;Mystery House -fivestones-,Andwhy,0,Single-player,Adventure;Indie;Simulation;Adventure;Indie;Simulation,0,0
0-20000,1021840,2.09,2019-03-14;Asteroid Hideout,toxicbrain,0,Single-player;Steam Achievements;Full controller support,Casual;Indie;Action;Action;Casual;Indie,3,-7084
0-20000,331510,9.99,2014-11-I2;Amphora,Moondrop,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Puzzle;Adventure;Adventure;Indie,7,0
0-20000,877760,0.79,2018-07-21;Thick Light,Rimma Filato,0,Single-player;Steam Achievements,Action;Adventure;Indie;Action;Adventure;Indie,6,0
0-20000,758050,2.09,2018-03-15;Internet Simulator,Kavkaz Sila Game,18,Single-player;Steam Achievements,Indie;Simulation;Violent;Indie;Simulation,19,6292
0-20000,262100,2.89,20.04.07.;Trench Run,Design_Transhuman,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support,Action;Casual;Indie;Action;Casual;Indie,0,0
2000000-5000000,234140,15.99,2015-09-01;Max_Mad,Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Open World;Action;Post-apocalyptic;Action;Adventure,49,699
0-20000,786690,0.79,2018-02-23;Blooty Skyscraper,Dagestan Technology,0,Single-player,Action;Casual;Adventure;Action;Adventure;Casual;Indie,0,1337
50000-100000,431640,6.19,2016-06-09;Do.Kingd.,JoyBits Ltd.,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation;Action;Casual;Indie;Simulation,14,271
0-20000,525450,3.99,2016-09-09;King Oddball,10tons Ltd,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Physics;Casual;Action;Indie,15,0
0-200O0,540250,6.99,2017-02-16;Tank Battle: 1945,HexWar Games,0,Single-player,Strategy;Strategy,15,0
0.20.,428040,2.09,2015-12-21;Sixth Grad3 Detective,Choice of Games,0,Single-player;Steam Achievements;Captions available;Steam Cloud,RPG;Indie;Choose Your Own Adventure;Indie;RPG,19,1957
0-2009o,336020,1.69,2015-01-23;Pahelika:_Legends_Secret,KISZ ltd,0,Single-player;Steam Achievements,Indie;Casual;Point & Click;Casual;Indie,18,0
0-20000,648570,6.99,2017-09-07;Hell Dimension VR,Subdream Studios,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Gore;Violent;Violent;Gore;Action,27,0
20000-50000,791350,2.89,2018-02-06;Favorite Miner,IndieLip,0,Single-player,Casual;Adventure;Indie;Adventure;Casual;Indie;Simulation,0,13
0-20000,463880,1.99,20.0.2.;Beyond Magic,Falling Star Studio,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;RPG;Indie;Adventure;Casual;Indie;RPG,7,0
100000-200000,588210,19.99,2017-02-24;HELLION,Zero Gravity,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards,Early Access;Space;Survival;Action;Indie;Massively Multiplayer;Simulation;Early Access,12,0
0-20000,628820,7.99,2017-05-15;ALaLa: Wake Mi Up!,Fevolution Innovation Inc.,0,Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen,Adventure;Indie;Casual;Adventure;Casual;Indie;Strategy,0,0
100000_50000,240600,6.99,2013-06-20;MotoGP™13,Plug In Digital;Milestone S.r.l.,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud,Racing;Sports;Simulation;Racing;Simulation;Sports,46,-4347
0-20000,649450,1.69,2018-02-09;Deadly Escape,Ominous Entertainment,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;Action;Pixel Graphics;Action;Indie,13,0
20000_0,865270,1.69,2018-08-10;LIBRA.,Happy Snake Games,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Cute;Indie,8,0
100000-200000,322780,19.49,q017-05-2t;Worlds Adrift,Bossa Studios,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;Includes level editor,Early Access;Open World;Massively Multiplayer;Action;Adventure;Indie;Massively Multiplayer;Early Access,0,998
20000_0,968290,0.79,2018-1w-0y;Depo.2:.Bui.Tha.Wa.,Crankage Games,0,Single-player;Full controller support,Indie;Comedy;Funny;Indie,0,0
0-20000,364350,2.09,10_2015_07;The Qpotheosis Ptojeft,Screen 7,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Point & Click;Adventure;Indie,35,-263
20000-50000,547340,9.99,2016-12-15;LoveKami -Divinity Stage-,MoeNovel,0,Single-player;Steam Achievements;Steam Trading Cards,Sexual Content;Nudity;Anime;Adventure;Casual;Simulation,20,4330
0-20000,546030,2.09,2016-11-23;Fatal Gem VR(The First Match-3 VR Game),Edougame,0,Single-player;Steam Achievements,Strategy;Indie;Casual;Casual;Indie;Simulation;Sports;Strategy,6,0
0-20000,681330,10.99,2018-10-11;Helium Rain,Drimos Gzkes,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Simulation;Space Sim;Strategy;Action;Indie;Simulation;Strategy,23,-3438
pBM4_0-20000,887370,19.49,2019-02-14;Element: Space,1nca Games,0,Single-player;Steam Achievements;Steam Cloud,Turn-Based Combat;Strategy;RPG;Action;Indie;RPG;Strategy,56,0
50000-100000,444770,0.0,8j9v_2016-03-22;Mimpi Dreams,Dreadlocks_Ltd._Jelly;Dreadlocks_Mobile;Silicon,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Adventure;Cute;Adventure;Indie,57,-734
0-20000,845630,15.49,iDJ_2018-05-31;D.,Bitbox Ltd.,0,Single-player;Co-op;Online Co-op;Steam Achievements;Steam Cloud,Early Access;Indie;Action;Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,38,0
0-20000,767110,9.29,2017-12-23;Anime Girls VR,Kawaii VR,0,Single-player,Sexual Content;Nudity;Anime;Sexual Content;Nudity;Casual;Indie;Simulation,0,0
20000-50000,557040,9.99,2016-12-22;99Vidas,QUByte Interactive,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Action;Beat 'em up;Action;Indie,39,0
0-20000,674220,1.69,201.12.0.;Click8it,NorthernLights Gemes,0,Single-player;Steam Achievements,Indie;Casual;Clicker;Casual;Indie,23,0
20000-50000,467930,8.99,2016_15_05;SMAZHING THE BATTLE,STUDU8 HG,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Female Protagonist;Hack and Slash;Nudity;Action;Casual;Indie,20,-2100
0-20000,527360,4.99,2016-09-20;Station_Escape,Escape Reality UKVR ;SoftApps,0,Single-player,Early Access;Indie;Adventure;Indie;Early Access,0,0
0-20000,1052760,1.69,2019-04-02;Hexa Path,NanningsGames,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Puzzle;Casual;Indie,60,0
2000000-5000000,698780,0.0,20I7-10-06;Do.D.Lit.Cl.,Team Salvato,0,Single-player,Psychological Horror;Anime;Visual Novel;Casual;Free to Play;Indie,0,6601
0-20000,1018820,5.19,2019-O2-16;Fleet Scrqpper,Creatorship Games,0,Single-player;Full controller support,Action;Indie;Racing;Action;Adventure;Indie;Racing;RPG,0,0
20000-50000,890400,0.0,2018-12-19;Uncharted Waters Online,Papaya Play,0,Online Multi-Player;MMO;Online Co-op;In-App Purchases,Massively Multiplayer;RPG;Free to Play;Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,0,0
0-20000,356090,3.99,2015-05-15;Mxchineers - Epusode 1: Tivoli Town,Lohika James,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Puzzle;Adventure;Indie;Adventure;Indie,31,9673
J0_50000-100000,50510,6.99,2010-08-12;Burn Zombie Burn!,P2 Games,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Zombies;Action,15,3
0-20000,874770,1.69,2018-08-24;Goinund,Maksim Chudaev,0,Single-player;Steam Achievements,Action;Indie;Shooter;Action;Indie,1,0
0-20000,719180,11.39,201.02.1.;Revu.,Russell Meakim,0,Single-player,Indie;Action;FPS;Action;Indie,0,1617
100000-200000,63610,3.99,2010-08-04;Riven: The Sequek to KYZT,Cyan Worlds,0,Single-player,Adventure;Puzzle;Point & Click;Adventure;Casual,0,4239
200000-500000,446800,26.99,2.11.08.;Transport Fever,Good Shepherd Entertainment,0,Single-player;Steam Achievements;Steam Workshop,Simulation;Management;Economy;Simulation,53,1875
0-20000,664750,10.99,2018-05-11;FK_Wrongworld,Sludj Games,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;Action;Adventure;Indie;Simulation,62,0
0-20000,506840,6.99,2016-08-07;The Dungeons of Castle Madness,Third Impression,0,Single-player;Steam Achievements;Steam Trading Cards,RPG;Indie;Adventure;Adventure;Indie;RPG,19,671
500000-1000000,323470,31.99,2015-02-26;p_DRAGON BALL XENOVERSE,Entertainment_NAMCO_BANDAI,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Anime;Fighting;Action;Action,50,2530
0-20000,601810,5.79,2017-o4-20;Spark the Electric Jester,Feperd Games,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Platformer;2D;Action,4,0
0-20000,425450,7.19,2018-11-29;GparPunks,Studio Canvas,0,Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie;Local Multiplayer;Action;Indie,63,3725
0-20O00,649630,6.99,2017-07-08;DarkMaze,Chongqing Yan Wan network technology Co.Ltd.,0,Single-player,Casual;Adventure;Strategy;Adventure;Casual;Strategy,0,0
0-20000,276300,11.39,2014-03-28;My Riding Stables: Your Horse world,k9bD_familyplay,0,Single-player;Steam Cloud,Casual;Horses;Simulation;Casual;Simulation;Sports,0,0
0-20000,723760,7.19,2017-11-02;Steanbury,Microids Indie,0,Single-player;Steam Achievements;Full controller support,Adventure;Indie;Puzzle;Adventure;Indie,51,0
0-20000,743330,5.79,2018-05-22;Super Hyperactive Ninja,f_JanduSoft S.L.,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Platformer;Action;Indie,36,0
FU_50000-100000,27900,3.99,2009-09-16;Sector_Twin,DnS Development,0,Single-player,Action;Adventure;Puzzle;Action;Adventure,0,0
20000-50000,274480,14.99,2014-02-18;Drox Operative,Soldak Entertainment,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Space;Indie;Action;Action;Indie;RPG,63,0
20000-50000,363090,39.99,2015-06-25;Kit_Kakushin_NOBUNAGA’S_/_AMBITION:_Up_Power_with_信長の野望・革新_with_パワーアップキット,"KOEI TECMO GAMES CO., LTD.",0,Single-player;Steam Cloud,Strategy;Strategy,0,0
0-20000,759640,2.09,2018-04-05;Pkug Me,Havana24,0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Indie;Action;Adventure;Action;Adventure;Indie,21,0
20000_0,1014600,2.09,2019-03-13;Crash Landed,Adil Ahmed,0,Single-player;Partial Controller Support,Adventure;Adventure,0,0
0-20000,848710,5.19,2018-05-07;Defendion,DillyFrame,0,Single-player;Steam Achievements,Early Access;Casual;Indie;Casual;Indie;Strategy;Early Access,11,0
9-20p00,840610,3.99,2018-05-10;Fortune-499,AP Thomson,0,Single-player,Pixel Graphics;Puzzle;Story Rich;Indie;RPG;Strategy,0,5311
20000-S0000,457890,10.99,2017-05-02;TumblaSeed,aeiowu,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Action;Adventure;Action;Adventure;Indie,13,9076
0-20000,698610,0.79,2017-10-08;Through Blocks,NedoStudio,0,Single-player,Early Access;Adventure;Indie;Adventure;Indie;Early Access,0,0
0-20000,884250,3.99,2018-07-06;Fitzzle Wise 0wls,ZO_VT Publishing,0,Single-player;Steam Achievements,Casual;Casual,1,0
20000-50000,785030,1.69,2018-02-01;Little Adventurer III,hubiao,0,Single-player,Casual;Indie;Casual;Indie,0,0
0-20000,457980,2.09,p_2016-06-02;Adele: Following the Signs,Unosquare,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;Platformer;Adventure;Indie,28,0
0-20000,369360,3.99,m7l_2015-11-04;Car Washer: Summer of the Ninja,Pen and Sword Games,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Action;Casual;Action;Casual;Indie,17,232
0-2p000,569380,6.99,2016-12-16;Alicia Griffith – Lakeside Murder,Libredia Entertainment,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Detective;Adventure;Casual,35,0
1000000-2O00000,17300,9.99,2008-09-17;Crysis,Electronic Arts,0,Single-player,FPS;Action;Sci-fi;Action,0,317
20000-50000,341870,9.99,2015-07-21;TEMBO THE BADASS ELEPHANT,5EGA,12,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Adventure;Action;Platformer;Action;Adventure;Indie,15,0
200000-500000,281610,29.99,2016-01-20;Homeworld: Deserts of Kharak,Gearbox Publishing,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Strategy;RTS;Sci-fi;Strategy,48,26
0-20000,574890,14.99,2017-04-21;Forgotten Chambers,Tpot Ztudio,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;Action;Adventure;Indie,25,0
50000-100000,618080,0.0,2018-01-31;Martial Arts Brutality,Co.Bea.Ga.,0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Violent;Strategy;Violent;Free to Play;Indie;Strategy,48,116
50000-100000,46270,2.79,2010-03-02;Star Wolves,1C Entertainment,0,Single-player;Steam Cloud,RPG;Strategy;Space;RPG;Strategy,0,-1724
0-20000,781230,3.99,2018-02-08;Bubble Ghost,Classics Digital,0,Single-player;Local Multi-Player,Action;Indie;Action;Indie,0,0
20000_0,403070,3.99,2.09.3.;Silver Creek Falls: Chapter 2,Sapphire Dragon Productions,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Female Protagonist;Adventure;Indie,11,140
0-20000,842070,0.79,2018-04-30;château_DERETIC_FantasyDynasty:_Le,Dupeyron,0,Single-player,Adventure;RPG;Casual;Adventure;Casual;RPG,0,0
0-20000,701810,3.99,2018-04-03;Epic Dumpster Bear: Dumpster Fire Redux,Log Games Ltd,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Action;Indie,24,5299
0-Z0000,524540,2.89,2016-09-16;7Yh_Samurai of Hyuga,Hosted Games,0,Single-player;Steam Achievements;Captions available;Steam Cloud,RPG;Indie;Adventure;Adventure;Indie;RPG,30,4497
0-20000,957890,15.49,2018-10-24;The Horologist's Legacy,Cole and Jordan Studios,0,Single-player,Indie;Horror;Psychological Horror;Indie,0,3384
0-2O000,677710,6.19,2019-01-18;Qr_Little Einar,MA.G.,0,Single-player;Full controller support,VR;Platformer;Indie;Adventure;Casual;Indie,9,0
0-20000,489720,7.99,2016-09-I4;Conga Master,Rysing Star Games,0,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie;Pixel Graphics;Action;Indie,42,2567
0-20000,872440,0.0,201o-0t-26;rumii,Doghead Simulations,0,Online Multi-Player;Online Co-op;Cross-Platform Multiplayer,Education;Simulation;Software Training;Simulation;Education;Software Training,0,0
0-20000,718010,9.99,2018-09-20;Ropbie Swifthand and the Orb of Mysteries,Reign;Kiss_Ltd_Publishing_Pixel,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Platformer;Difficult;Action;Adventure;Indie,19,0
50000-100000,886250,0.0,2018-11-08;Poke.V.,The Stars Group Inc.,0,Online Multi-Player,Early Access;Free to Play;Casual;Casual;Free to Play;Strategy;Early Access,0,0
0-20000,366460,2.09,bejC_2015-05-13;Pavel Quest,"LLC_ElevenSeventy,",0,Single-player;Partial Controller Support,Action;Indie;Platformer;Action;Indie,0,0
20000-50000,370590,0.0,2015-12-14;Gem Wars: Attack of the Jiblets,Queen Birdface Productions,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Casual;Action;Casual;Indie,47,0
0-200O0,396890,0.79,2015-12-24;Gridwotld,DopllerFrog,0,Single-player;Steam Trading Cards;Includes level editor;Commentary available,Indie;Simulation;Pixel Graphics;Indie;Simulation,0,0
0-20000,619220,0.79,2017-04-14;GoBlock's Impossible Medley,Studio_GameChanger,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;Casual;Casual;Indie,26,0
0-20000,625680,11.39,2018-03-06;Way of the Passive Fist,Household Games Inc.,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Beat 'em up;Action;Indie,36,-3759
20000_0,386340,10.99,2015-08-25;bvYw_MegaSphere,AKGames,0,Single-player;Full controller support,Early Access;Indie;Action;Action;Adventure;Indie;Early Access,0,0
0-20000,832720,11.39,2018-05-23;Dungeon Brewmaster,jJnZ_Super77,0,Single-player,Early Access;Adventure;Simulation;Adventure;Simulation;Early Access,0,-7019
200000-500000,38740,4.99,2011-08-11;EDGE,Two Tribes Publishing,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Puzzle;Indie;Action;Action;Indie,47,43
0-20000,894070,2.89,20.07.2.;Unmanned helicopter,Laush Studio,0,Single-player;Steam Achievements,Indie;Simulation;Music;Indie;Simulation,20,0
