appid,name,release_date,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,owners,price
703030,NewTypes,2018-02-19,Masahiro Suzuki,windows,0,Single-player,Simulation;Early Access,Early Access;Simulation,0,7,1,0,0-20000,0.0
781590,三国游侠志,2018-02-02,Flying Star Games,windows,0,Single-player,Adventure;RPG;Strategy,Strategy;Adventure;RPG,0,51,10,0,0-20000,4.79
695510,Rena And Elin,2018-08-03,90s Studio,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;RPG,Action;Adventure;RPG,13,31,8,0,0-20000,2.09
428180,Islet Online,2019-02-11,Morenori Soft,windows,0,Single-player;Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Massively Multiplayer;RPG,Massively Multiplayer;Indie;Sandbox,10,296,85,0,0-20000,13.49
268520,Orc Attack: Flatulent Rebellion,2014-05-15,Reverb,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,14,29,32,0,20000-50000,6.99
960340,YUNA: Sugar hearts and Love,2019-02-16,PIxelssoftworks,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Action;Indie;Casual,35,4,2,0,0-20000,4.79
624270,The Painscreek Killings,2017-09-27,EQ Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Detective,33,541,90,0,20000-50000,14.99
365590,Tom Clancy’s The Division™,2016-03-07,Ubisoft,windows,18,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases,Action;Adventure;RPG,Open World;Multiplayer;Third-Person Shooter,0,49832,25607,4252,2000000-5000000,41.99
795500,Harmless Skeleton,2018-02-12,Vyacheslav Shilikhin,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Casual;Adventure;Indie,0,12,31,0,0-20000,2.89
552060,EscapeVR: The Basement,2016-11-07,Five Mind Creations,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,9,46,5,0,0-20000,6.19
658430,Professor Watts Word Search: Into The Ocean,2017-07-16,Ripknot Systems,windows,0,Single-player;Steam Achievements,Casual;Indie;Strategy,Indie;Casual;Strategy,5000,16,9,0,0-20000,4.99
288040,Actual Sunlight,2014-04-03,WZOGI,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Adventure;Indie,Indie;Adventure;RPGMaker,1,364,106,0,20000-50000,3.99
849980,Color by Numbers - Dinosaurs,2018-05-15,Kedronic UAB,windows;mac;linux,0,Single-player,Casual;Indie,Indie;Casual;Family Friendly,0,5,0,0,0-20000,4.49
329980,ASA: A Space Adventure - Remastered Edition,2015-03-04,Simon Says: Play!,windows,0,Single-player,Adventure;Indie,Adventure;Indie;Point & Click,0,20,11,0,0-20000,7.19
916780,Groundless,2018-09-06,Root121 Games,windows;mac,0,Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie,Action;Indie;Local Multiplayer,0,2,0,0,0-20000,11.39
675170,303 Squadron: Battle of Britain,2018-08-31,Movie Games S.A.,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation,Simulation;Action;Indie,48,96,48,0,0-20000,14.99
847580,Truth: Disorder II,2018-05-02,JustE Publishing,windows;mac;linux,0,Single-player;Steam Achievements,Indie,Indie;Visual Novel;Sci-fi,28,1,5,0,0-20000,1.69
751430,Puzzle of Santa Girl VR,2018-01-24,Studio Thug Life,windows,0,Single-player,Casual;Indie,Indie;Casual;VR,0,1,1,0,0-20000,11.39
365360,Battle Brothers,2017-03-24,Overhype Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,Strategy;Turn-Based Combat;Medieval,89,5181,709,0,100000-200000,22.99
354180,Bunker - The Underground Game,2015-05-21,2tainment GmbH,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Point & Click,33,41,24,0,0-20000,2.89
571350,DED,2017-03-03,L. Stotch;Vladimir Soldatov,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Free to Play;Indie,Free to Play;Action;Indie,10,337,79,0,50000-100000,0.0
959990,Block Puzzle!,2019-04-04,Garnudo Games,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,1,0,0,0-20000,0.79
978910,Necro Defense,2019-01-25,3D FACTORY,windows,0,Single-player,Action;Simulation;Strategy,Strategy;Action;Simulation,0,1,2,0,0-20000,0.0
916060,Loca-Love My Cute Roommate,2018-10-25,Frontwing USA,windows,18,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Nudity;Sexual Content;Casual,15,29,4,0,0-20000,15.49
104200,BEEP,2011-05-06,Big Fat Alien,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Platformer;Adventure,0,4036,731,140,500000-1000000,1.59
1610,Space Empires IV Deluxe,2006-02-07,Strategy First,windows,0,Single-player;Multi-player,Strategy,Strategy;4X;Sci-fi,0,112,26,0,50000-100000,6.99
636050,5 Star Rio Resort,2017-06-30,rokaplay,windows,0,Single-player,Casual,Casual;Match 3;Card Game,0,11,5,0,0-20000,6.19
772420,COMPLEX a VR Puzzle Game,2018-01-08,Rock AK Games (AK),windows,0,Single-player,Casual;Indie;Simulation;Strategy,Strategy;Indie;Casual,0,6,3,0,0-20000,1.69
357780,Defend Your Life: TD,2015-04-10,Alda Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie;Strategy,Tower Defense;Casual;Strategy,20,743,179,603,200000-500000,3.99
265380,Grimind,2014-02-13,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Platformer;Adventure,15,163,78,214,100000-200000,6.99
783600,Kicking Kittens: Putin Saves The World,2018-01-25,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Casual,Action;Casual;Indie,5000,28,19,0,0-20000,3.99
652050,The Labyrinth,2017-06-21,Alexander Spillman,windows,0,Single-player;Steam Achievements;Stats,Adventure;RPG;Early Access,Early Access;Adventure;RPG,22,16,1,0,0-20000,3.99
803680,Eat Your Words,2018-12-25,Johnny Ow,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual,19,0,1,0,0-20000,4.79
809330,Destiny of Light,2018-03-09,Ohayo Software,windows,0,Single-player;Stats,Adventure;Indie;RPG,Adventure;Indie;RPG,0,1,1,0,0-20000,0.79
800720,Space Fighters,2018-04-02,ZeroByter Games,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Space,23,1,0,0,0-20000,1.69
287200,Wildlife Park 3,2014-05-12,b-alive gmbh,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Casual;Indie;Simulation;Strategy,Simulation;Strategy;Casual,41,192,178,0,50000-100000,6.99
458200,Rumpus,2016-07-04,Luke Iannini,windows,0,Includes level editor,Animation & Modeling;Audio Production;Design & Illustration;Education;Early Access,Early Access;Design & Illustration;Animation & Modeling,0,4,0,0,0-20000,10.99
611390,Anicon - Animal Complex - Sheep's Path,2018-08-03,Zeiva Inc,windows,0,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Casual;Indie,0,4,0,0,0-20000,5.59
594330,Visage,2018-10-02,SadSquare Studio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;Simulation;Early Access,Early Access;Horror;Psychological Horror,7,1124,163,0,20000-50000,19.49
464040,Log Drive Runner,2016-09-08,Proud Camel Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual;Indie,Indie;Casual;Runner,9,15,2,0,0-20000,4.99
288260,Conflicks - Revolutionary Space Battles,2015-11-05,Artifice Studio,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Strategy,Strategy;Indie;Action,44,120,52,0,0-20000,4.99
690040,SUPERHOT: MIND CONTROL DELETE,2017-12-07,SUPERHOT Team,windows,0,Single-player,Action;Indie;Early Access,Early Access;Action;Indie,1,240,36,0,0-20000,9.29
656690,Medieval Steve,2018-09-20,JForth Designs,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Casual;Adventure,25,7,2,0,0-20000,9.99
297750,Close Combat - Gateway to Caen,2014-06-06,Slitherine Ltd.,windows,0,Single-player;Multi-player;Includes level editor,Simulation;Strategy,Strategy;World War II;Simulation,0,191,111,1,20000-50000,29.99
547470,Apokalypsis,2016-11-07,Quantum Entanglement Games,windows,0,Single-player;Steam Trading Cards,Action,Action,0,16,17,356,20000-50000,1.59
576880,Blackwater Bayou VR,2017-01-13,Virtual Rage Studios LLC,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG;Simulation,Action;RPG;Indie,17,40,79,174,20000-50000,0.79
858180,Adventures of Mike,2018-05-24,Polina Medyanik,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,9,1,1,0,0-20000,0.79
870090,Lems,2018-06-21,Universe Worth Experiencing,windows,0,Single-player,Indie;Early Access,Early Access;Indie;VR,0,5,1,0,0-20000,13.99
573550,GoalkeepVr,2017-01-06,DigitalBadger Design,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Stats;Steam Leaderboards,Action;Simulation;Sports,Action;Simulation;Sports,0,17,4,0,0-20000,2.79
654630,Dreamblaster,2017-07-05,Khaulepi,windows,0,Single-player,Action;Indie,Action;Indie,25,2,0,0,0-20000,0.79
16110,Virtual Villagers: The Lost Children,2008-05-12,Last Day of Work,windows,0,Single-player,Casual;Simulation,Casual;Simulation,0,11,3,0,0-20000,5.99
916130,Meet the Miner - WDR VR Bergwerk,2018-09-20,Westdeutscher Rundfunk Koeln,windows,0,Single-player,Action;Adventure;Free to Play;Simulation,Free to Play;Simulation;Action,0,18,6,0,0-20000,0.0
960700,GUNS 'n GUTS,2018-11-12,Eric C,windows,0,Single-player;Captions available;Stats,Action;Indie,Action;Indie;Gore,0,7,0,0,0-20000,0.79
557190,BuildMoreCubes,2016-11-21,HA Studio Ltd.,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie;Strategy,Casual;Strategy;Action,0,10,10,0,0-20000,1.69
527470,Donuts'n'Justice,2016-11-22,FobTi interactive,windows,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Violent;Gore;Action;Indie,Action;Violent;Indie,35,68,12,331,0-20000,3.99
598480,World of One,2017-06-08,Grimwood Team,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Violent;Gore;Action;Adventure;Indie,Indie;Action;Gore,38,56,23,0,0-20000,2.89
971610,Gyro Boss DX,2019-03-22,Chequered Ink Ltd.,windows,0,Single-player;Multi-player;Local Multi-Player;Full controller support,Action;Casual,Action;Casual,0,8,0,0,0-20000,3.99
389570,Mitos.is: The Game,2015-07-29,Freakinware Studios,windows;mac,0,Multi-player,Free to Play;Simulation,Free to Play;Multiplayer;Massively Multiplayer,0,9463,2158,268,2000000-5000000,0.0
455290,Dashing Dinos,2016-10-26,Lost Mountain,windows,0,Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Casual;Indie,Action;Indie;Casual,8,3,0,0,0-20000,7.99
380700,Zombie Killtime,2015-08-04,Nicholas Mallory,windows;mac,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Adventure;Casual;Indie,Action;Adventure;Indie,9,26,18,0,0-20000,1.59
851770,Number Hunt,2018-12-21,PaleBlue XYZ,windows,0,Single-player;Online Multi-Player;Steam Achievements;Steam Leaderboards,Action;Indie,Action;Indie;VR,24,1,0,0,0-20000,11.0
921850,Jar Sam,2018-10-04,Dead Peach,windows,0,Single-player;Steam Achievements,Indie,Indie,12,5,0,0,0-20000,0.79
699010,Unsettled,2017-11-22,Field of View CE,windows,0,Single-player;Steam Achievements;Captions available,Adventure;Indie;Early Access,Early Access;Indie;Adventure,10,6,5,0,0-20000,6.99
756490,Next Hero,2018-03-16,LINE Games Corporation,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Casual;Indie;RPG,Action;Adventure;RPG,77,22,8,0,0-20000,7.19
729370,-KLAUS-,2019-01-23,La Cosa,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,Adventure;Indie;Platformer,41,31,0,0,0-20000,11.39
897360,Urban Explorer Golf,2018-07-30,DIEVOLUTION SOFTWARE,windows,0,Single-player,Casual;Indie,Indie;Casual;Puzzle,0,2,0,0,0-20000,2.89
598470,Dungeon Creepster,2017-03-24,VT Publishing,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG,Action;Adventure;Casual,500,185,188,179,200000-500000,3.99
560720,Dark Angels: Masquerade of Shadows,2017-02-02,Alawar Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual,Casual;Adventure;Hidden Object,30,97,7,0,0-20000,2.79
623940,HIVESWAP: Act 1,2017-09-14,"What Pumpkin Games, Inc.",windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,Adventure;Point & Click;Great Soundtrack,44,2909,171,243,200000-500000,5.59
917770,Mystery House -fivestones-,2018-09-03,Andwhy,windows,0,Single-player,Adventure;Indie;Simulation,Adventure;Indie;Simulation,0,1,0,0,0-20000,4.79
1021840,Asteroid Hideout,2019-03-14,toxicbrain,windows,0,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie,Casual;Indie;Action,3,3,1,0,0-20000,2.09
331510,Amphora,2014-11-12,Moondrop,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Puzzle;Adventure,7,122,26,0,0-20000,9.99
877760,Thick Light,2018-07-21,Rimma Filato,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie,Action;Adventure;Indie,6,36,5,0,0-20000,0.79
758050,Internet Simulator,2018-03-15,Kavkaz Sila Game,windows,18,Single-player;Steam Achievements,Indie;Simulation,Indie;Simulation;Violent,19,18,18,0,0-20000,2.09
262100,Trench Run,2016-04-07,Transhuman Design,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,0,47,41,0,0-20000,2.89
234140,Mad Max,2015-09-01,Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Open World;Action;Post-apocalyptic,49,36222,3811,1030,2000000-5000000,15.99
786690,Bloody Skyscraper,2018-02-23,Dagestan Technology,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Casual;Adventure,0,5,4,0,0-20000,0.79
431640,Doodle Kingdom,2016-06-09,JoyBits Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Simulation,Casual;Indie;Simulation,14,53,65,263,50000-100000,6.19
525450,King Oddball,2016-09-09,10tons Ltd,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Physics;Casual,15,37,3,0,0-20000,3.99
540250,Tank Battle: 1945,2017-02-16,HexWar Games,windows;mac,0,Single-player,Strategy,Strategy,15,5,4,0,0-20000,6.99
428040,Sixth Grade Detective,2015-12-21,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,RPG;Indie;Choose Your Own Adventure,19,22,2,0,0-20000,2.09
336020,Pahelika: Secret Legends,2015-01-23,KISS ltd,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Point & Click,18,25,33,0,0-20000,1.69
648570,Hell Dimension VR,2017-09-07,Subdream Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Violent;Gore;Action,Action;Gore;Violent,27,13,4,0,0-20000,6.99
791350,Favorite Miner,2018-02-06,IndieLip,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Casual;Adventure;Indie,0,22,36,13,20000-50000,2.89
463880,Beyond Magic,2017-02-20,Falling Star Studio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual;Indie;RPG,Adventure;RPG;Indie,7,14,6,0,0-20000,1.99
588210,HELLION,2017-02-24,Zero Gravity,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards,Action;Indie;Massively Multiplayer;Simulation;Early Access,Early Access;Space;Survival,12,1566,779,0,100000-200000,19.99
628820,ALaLa: Wake Mi Up!,2017-05-15,Fevolution Innovation Inc.,windows,0,Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen,Adventure;Casual;Indie;Strategy,Adventure;Indie;Casual,0,7,4,0,0-20000,7.99
240600,MotoGP™13,2013-06-20,Plug In Digital;Milestone S.r.l.,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud,Racing;Simulation;Sports,Racing;Sports;Simulation,46,409,166,0,50000-100000,6.99
649450,Deadly Escape,2018-02-09,Ominous Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie,Indie;Action;Pixel Graphics,13,37,12,0,0-20000,1.69
865270,LIBRARY,2018-08-10,Happy Snake Games,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Indie,Indie;Cute,8,81,2,0,0-20000,1.69
322780,Worlds Adrift,2017-05-24,Bossa Studios,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;Includes level editor,Action;Adventure;Indie;Massively Multiplayer;Early Access,Early Access;Open World;Massively Multiplayer,0,2621,1096,592,100000-200000,19.49
968290,Deported 2: Build That Wall,2018-12-07,Crankage Games,windows,0,Single-player;Full controller support,Indie,Indie;Comedy;Funny,0,32,1,0,0-20000,0.79
364350,The Apotheosis Project,2015-07-10,Screen 7,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,35,23,19,0,0-20000,2.09
547340,LoveKami -Divinity Stage-,2016-12-15,MoeNovel,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Simulation,Sexual Content;Nudity;Anime,20,223,35,223,20000-50000,9.99
546030,Fatal Gem VR(The First Match-3 VR Game),2016-11-23,Edougame,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Sports;Strategy,Strategy;Indie;Casual,6,5,8,0,0-20000,2.09
681330,Helium Rain,2018-10-11,Deimos Games,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation;Strategy,Simulation;Space Sim;Strategy,23,127,23,0,0-20000,10.99
887370,Element: Space,2019-02-14,Inca Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Indie;RPG;Strategy,Turn-Based Combat;Strategy;RPG,56,112,45,0,0-20000,19.49
444770,Mimpi Dreams,2016-03-22,Dreadlocks Mobile;Silicon Jelly;Dreadlocks Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Cute,57,311,22,87,50000-100000,0.0
845630,Disdoored,2018-05-31,Bitbox Ltd.,windows,0,Single-player;Co-op;Online Co-op;Steam Achievements;Steam Cloud,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,Early Access;Indie;Action,38,16,10,0,0-20000,15.49
767110,Anime Girls VR,2017-12-23,Kawaii VR,windows,0,Single-player,Sexual Content;Nudity;Casual;Indie;Simulation,Sexual Content;Nudity;Anime,0,6,11,0,0-20000,9.29
557040,99Vidas,2016-12-22,QUByte Interactive,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Beat 'em up,39,281,40,0,20000-50000,9.99
674220,ClickBit,2017-12-02,NorthernLights Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Clicker,23,18,21,0,0-20000,1.69
467930,SMASHING THE BATTLE,2016-05-15,STUDIO HG,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Nudity;Action;Casual;Indie,Action;Female Protagonist;Hack and Slash,20,369,123,162,20000-50000,8.99
527360,Escape Station,2016-09-20,Escape Reality UKVR ;SoftApps,windows,0,Single-player,Indie;Early Access,Early Access;Indie;Adventure,0,0,2,0,0-20000,4.99
1052760,Hexa Path,2019-04-02,NanningsGames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Casual;Indie;Puzzle,60,2,0,0,0-20000,1.69
698780,Doki Doki Literature Club!,2017-10-06,Team Salvato,windows;mac,0,Single-player,Casual;Free to Play;Indie,Psychological Horror;Anime;Visual Novel,0,108556,3588,162,2000000-5000000,0.0
1018820,Fleet Scrapper,2019-02-16,Creatorship Games,windows,0,Single-player;Full controller support,Action;Adventure;Indie;Racing;RPG,Action;Indie;Racing,0,3,1,0,0-20000,5.19
890400,Uncharted Waters Online,2018-12-19,Papaya Play,windows,0,Online Multi-Player;MMO;Online Co-op;In-App Purchases,Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,Massively Multiplayer;RPG;Free to Play,0,71,44,0,20000-50000,0.0
356090,Machineers - Episode 1: Tivoli Town,2015-05-15,Lohika Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Indie,Puzzle;Adventure;Indie,31,25,1,0,0-20000,3.99
50510,Burn Zombie Burn!,2010-08-12,P2 Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Zombies,15,65,93,3,50000-100000,6.99
874770,Goinund,2018-07-24,Maksim Chudaev,windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Shooter,1,14,0,0,0-20000,1.69
719180,Revulsion,2019-02-18,Russell Meakim,windows,0,Single-player,Action;Indie,Indie;Action;FPS,0,40,5,0,0-20000,11.39
63610,Riven: The Sequel to MYST,2010-08-04,Cyan Worlds,windows;mac,0,Single-player,Adventure;Casual,Adventure;Puzzle;Point & Click,0,288,103,0,100000-200000,3.99
446800,Transport Fever,2016-11-08,Good Shepherd Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop,Simulation,Simulation;Management;Economy,53,4418,1266,849,200000-500000,26.99
664750,Wrongworld,2018-05-11,Sludj Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,62,170,9,0,0-20000,10.99
506840,The Dungeons of Castle Madness,2016-08-07,Third Impression,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,RPG;Indie;Adventure,19,13,8,0,0-20000,6.99
323470,DRAGON BALL XENOVERSE,2015-02-26,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Anime;Fighting;Action,50,12601,1680,2575,500000-1000000,31.99
601810,Spark the Electric Jester,2017-04-10,Feperd Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Platformer;2D,4,296,30,0,0-20000,5.79
425450,GoatPunks,2018-11-29,Studio Canvas,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Local Multiplayer,63,17,7,0,0-20000,7.19
649630,DarkMaze,2017-07-08,Chongqing Yan Wan network technology Co.Ltd.,windows,0,Single-player,Adventure;Casual;Strategy,Casual;Adventure;Strategy,0,1,6,0,0-20000,6.99
276300,My Riding Stables: Your Horse world,2014-03-28,familyplay,windows,0,Single-player;Steam Cloud,Casual;Simulation;Sports,Casual;Horses;Simulation,0,16,12,0,0-20000,11.39
723760,Steamburg,2017-11-02,Microids Indie,windows;mac,0,Single-player;Steam Achievements;Full controller support,Adventure;Indie,Adventure;Indie;Puzzle,51,12,11,0,0-20000,7.19
743330,Super Hyperactive Ninja,2018-05-22,JanduSoft S.L.,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Platformer,36,8,1,0,0-20000,5.79
27900,Twin Sector,2009-09-16,DnS Development,windows,0,Single-player,Action;Adventure,Action;Adventure;Puzzle,0,88,150,0,50000-100000,3.99
274480,Drox Operative,2014-02-18,Soldak Entertainment,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Indie;RPG,Space;Indie;Action,63,229,26,0,20000-50000,14.99
363090,NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,2015-06-25,"KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Steam Cloud,Strategy,Strategy,0,50,13,0,20000-50000,39.99
759640,Plug Me,2018-04-05,Havana24,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,21,37,3,0,0-20000,2.09
1014600,Crash Landed,2019-03-13,Adil Ahmed,windows,0,Single-player;Partial Controller Support,Adventure,Adventure,0,4,1,0,0-20000,2.09
848710,Defendion,2018-05-07,DillyFrame,windows,0,Single-player;Steam Achievements,Casual;Indie;Strategy;Early Access,Early Access;Casual;Indie,11,2,2,0,0-20000,5.19
840610,Fortune-499,2018-05-10,AP Thomson,windows;mac,0,Single-player,Indie;RPG;Strategy,Pixel Graphics;Puzzle;Story Rich,0,70,10,0,0-20000,3.99
457890,TumbleSeed,2017-05-02,aeiowu,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,13,137,38,5,20000-50000,10.99
698610,Through Blocks,2017-10-08,NedoStudio,windows,0,Single-player,Adventure;Indie;Early Access,Early Access;Adventure;Indie,0,1,0,0,0-20000,0.79
884250,Fitzzle Wise Owls,2018-07-06,VT Publishing,windows,0,Single-player;Steam Achievements,Casual,Casual,1,5,3,0,0-20000,3.99
785030,Little Adventurer III,2018-02-01,hubiao,windows,0,Single-player,Casual;Indie,Casual;Indie,0,12,34,0,20000-50000,1.69
457980,Adele: Following the Signs,2016-06-02,Unosquare,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Platformer,28,15,3,0,0-20000,2.09
369360,Car Washer: Summer of the Ninja,2015-11-04,Pen and Sword Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Indie;Action;Casual,17,12,24,232,0-20000,3.99
