appid,name,release_date,english,developer,publisher,platforms,required_age,categories,steamspy_tags,negative_ratings,median_playtime,owners,price
703030,NewTypes,2018-02-19,1,Masahiro Suzuki,Masahiro Suzuki,windows,0,Single-player,Early Access;Simulation,1,0,0-20000,0.0
781590,三国游侠志,2018-02-02,0,Flying Star Games,Flying Star Games,windows,0,Single-player,Strategy;Adventure;RPG,10,0,0-20000,4.79
695510,Rena And Elin,2018-08-03,1,90s Studio,90s Studio,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;RPG,8,0,0-20000,2.09
428180,Islet Online,2019-02-11,1,Morenori Soft,Morenori Soft,windows,0,Single-player;Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Massively Multiplayer;Indie;Sandbox,85,0,0-20000,13.49
268520,Orc Attack: Flatulent Rebellion,2014-05-15,1,Casual Brothers,Reverb,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure;Indie,32,0,20000-50000,6.99
960340,YUNA: Sugar hearts and Love,2019-02-16,1,PIxelssoftworks,PIxelssoftworks,windows,0,Single-player;Steam Achievements,Action;Indie;Casual,2,0,0-20000,4.79
624270,The Painscreek Killings,2017-09-27,1,EQ Studios,EQ Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;Detective,90,0,20000-50000,14.99
365590,Tom Clancy’s The Division™,2016-03-07,1,Massive Entertainment,Ubisoft,windows,18,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases,Open World;Multiplayer;Third-Person Shooter,25607,1952,2000000-5000000,41.99
795500,Harmless Skeleton,2018-02-12,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,0,Single-player,Casual;Adventure;Indie,31,0,0-20000,2.89
552060,EscapeVR: The Basement,2016-11-07,1,Five Mind Creations;Sourcenity,Five Mind Creations,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Puzzle,5,0,0-20000,6.19
658430,Professor Watts Word Search: Into The Ocean,2017-07-16,1,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Indie;Casual;Strategy,9,0,0-20000,4.99
288040,Actual Sunlight,2014-04-03,1,WZOGI,WZOGI,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Indie;Adventure;RPGMaker,106,0,20000-50000,3.99
849980,Color by Numbers - Dinosaurs,2018-05-15,1,Kedronic UAB,Kedronic UAB,windows;mac;linux,0,Single-player,Indie;Casual;Family Friendly,0,0,0-20000,4.49
329980,ASA: A Space Adventure - Remastered Edition,2015-03-04,1,Simon Says: Play!,Simon Says: Play!,windows,0,Single-player,Adventure;Indie;Point & Click,11,0,0-20000,7.19
916780,Groundless,2018-09-06,1,Root121 Games,Root121 Games,windows;mac,0,Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie;Local Multiplayer,0,0,0-20000,11.39
675170,303 Squadron: Battle of Britain,2018-08-31,1,Atomic Jelly,Movie Games S.A.,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Action;Indie,48,0,0-20000,14.99
847580,Truth: Disorder II,2018-05-02,1,JustE A,JustE Publishing,windows;mac;linux,0,Single-player;Steam Achievements,Indie;Visual Novel;Sci-fi,5,0,0-20000,1.69
751430,Puzzle of Santa Girl VR,2018-01-24,1,Studio Thug Life,Studio Thug Life,windows,0,Single-player,Indie;Casual;VR,1,0,0-20000,11.39
365360,Battle Brothers,2017-03-24,1,Overhype Studios,Overhype Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy;Turn-Based Combat;Medieval,709,0,100000-200000,22.99
354180,Bunker - The Underground Game,2015-05-21,1,Nightly Studios,2tainment GmbH,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Adventure;Point & Click,24,0,0-20000,2.89
571350,DED,2017-03-03,1,L. Stotch;Vladimir Soldatov,L. Stotch;Vladimir Soldatov,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Free to Play;Action;Indie,79,0,50000-100000,0.0
959990,Block Puzzle!,2019-04-04,1,Garnudo Games,Garnudo Games,windows,0,Single-player,Indie;Casual;Simulation,0,0,0-20000,0.79
978910,Necro Defense,2019-01-25,0,3D FACTORY,3D FACTORY,windows,0,Single-player,Strategy;Action;Simulation,2,0,0-20000,0.0
916060,Loca-Love My Cute Roommate,2018-10-25,1,Frontwing,Frontwing USA,windows,18,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Nudity;Sexual Content;Casual,4,0,0-20000,15.49
104200,BEEP,2011-05-06,1,Big Fat Alien,Big Fat Alien,windows,0,Single-player;Steam Trading Cards,Indie;Platformer;Adventure,731,147,500000-1000000,1.59
1610,Space Empires IV Deluxe,2006-02-07,1,Malfador Machinations,Strategy First,windows,0,Single-player;Multi-player,Strategy;4X;Sci-fi,26,0,50000-100000,6.99
636050,5 Star Rio Resort,2017-06-30,1,rokaplay,rokaplay,windows,0,Single-player,Casual;Match 3;Card Game,5,0,0-20000,6.19
772420,COMPLEX a VR Puzzle Game,2018-01-08,1,Rock AK Games;Adem Kaya Rockyade,Rock AK Games (AK),windows,0,Single-player,Strategy;Indie;Casual,3,0,0-20000,1.69
357780,Defend Your Life: TD,2015-04-10,1,Alda Games,Alda Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Tower Defense;Casual;Strategy,179,708,200000-500000,3.99
265380,Grimind,2014-02-13,1,Paweł Mogiła,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;Platformer;Adventure,78,273,100000-200000,6.99
783600,Kicking Kittens: Putin Saves The World,2018-01-25,1,Virtual Top,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,19,0,0-20000,3.99
652050,The Labyrinth,2017-06-21,1,Alexander Spillman,Alexander Spillman,windows,0,Single-player;Steam Achievements;Stats,Early Access;Adventure;RPG,1,0,0-20000,3.99
803680,Eat Your Words,2018-12-25,1,Johnny Ow,Johnny Ow,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;Casual,1,0,0-20000,4.79
809330,Destiny of Light,2018-03-09,1,Ohayo Software,Ohayo Software,windows,0,Single-player;Stats,Adventure;Indie;RPG,1,0,0-20000,0.79
800720,Space Fighters,2018-04-02,1,ZeroByter Games,ZeroByter Games,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Space,0,0,0-20000,1.69
287200,Wildlife Park 3,2014-05-12,1,b-alive gmbh,b-alive gmbh,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Simulation;Strategy;Casual,178,0,50000-100000,6.99
458200,Rumpus,2016-07-04,1,Luke Iannini,Luke Iannini,windows,0,Includes level editor,Early Access;Design & Illustration;Animation & Modeling,0,0,0-20000,10.99
611390,Anicon - Animal Complex - Sheep's Path,2018-08-03,1,Zeiva Inc,Zeiva Inc,windows,0,Single-player;Steam Trading Cards,Adventure;Casual;Indie,0,0,0-20000,5.59
594330,Visage,2018-10-02,1,SadSquare Studio,SadSquare Studio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Early Access;Horror;Psychological Horror,163,0,20000-50000,19.49
464040,Log Drive Runner,2016-09-08,1,Proud Camel Games,Proud Camel Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;Casual;Runner,2,0,0-20000,4.99
288260,Conflicks - Revolutionary Space Battles,2015-11-05,1,Artifice Studio,Artifice Studio,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Strategy;Indie;Action,52,0,0-20000,4.99
690040,SUPERHOT: MIND CONTROL DELETE,2017-12-07,1,SUPERHOT Team,SUPERHOT Team,windows,0,Single-player,Early Access;Action;Indie,36,0,0-20000,9.29
656690,Medieval Steve,2018-09-20,1,JForth Designs,JForth Designs,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Adventure,2,0,0-20000,9.99
297750,Close Combat - Gateway to Caen,2014-06-06,1,Slitherine Ltd.,Slitherine Ltd.,windows,0,Single-player;Multi-player;Includes level editor,Strategy;World War II;Simulation,111,1,20000-50000,29.99
547470,Apokalypsis,2016-11-07,1,Quantum Entanglement Games,Quantum Entanglement Games,windows,0,Single-player;Steam Trading Cards,Action,17,356,20000-50000,1.59
576880,Blackwater Bayou VR,2017-01-13,1,Virtual Rage Studios LLC,Virtual Rage Studios LLC,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;RPG;Indie,79,230,20000-50000,0.79
858180,Adventures of Mike,2018-05-24,1,Polina Medyanik,Polina Medyanik,windows,0,Single-player;Steam Achievements,Indie;Casual,1,0,0-20000,0.79
870090,Lems,2018-06-21,1,Universe Worth Experiencing,Universe Worth Experiencing,windows,0,Single-player,Early Access;Indie;VR,1,0,0-20000,13.99
573550,GoalkeepVr,2017-01-06,1,DigitalBadger Design,DigitalBadger Design,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Stats;Steam Leaderboards,Action;Simulation;Sports,4,0,0-20000,2.79
654630,Dreamblaster,2017-07-05,1,Odamir Khaulepi,Khaulepi,windows,0,Single-player,Action;Indie,0,0,0-20000,0.79
16110,Virtual Villagers: The Lost Children,2008-05-12,1,Last Day of Work,Last Day of Work,windows,0,Single-player,Casual;Simulation,3,0,0-20000,5.99
916130,Meet the Miner - WDR VR Bergwerk,2018-09-20,1,Aesir Interactive,Westdeutscher Rundfunk Koeln,windows,0,Single-player,Free to Play;Simulation;Action,6,0,0-20000,0.0
960700,GUNS 'n GUTS,2018-11-12,1,Eric C,Eric C,windows,0,Single-player;Captions available;Stats,Action;Indie;Gore,0,0,0-20000,0.79
557190,BuildMoreCubes,2016-11-21,1,HA Studio Ltd.,HA Studio Ltd.,windows,0,Single-player;Steam Trading Cards,Casual;Strategy;Action,10,0,0-20000,1.69
527470,Donuts'n'Justice,2016-11-22,1,FobTi interactive,FobTi interactive,windows,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Violent;Indie,12,331,0-20000,3.99
598480,World of One,2017-06-08,1,Grimwood Team,Grimwood Team,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Action;Gore,23,0,0-20000,2.89
971610,Gyro Boss DX,2019-03-22,1,Chequered Ink Ltd.,Chequered Ink Ltd.,windows,0,Single-player;Multi-player;Local Multi-Player;Full controller support,Action;Casual,0,0,0-20000,3.99
389570,Mitos.is: The Game,2015-07-29,1,Freakinware Studios,Freakinware Studios,windows;mac,0,Multi-player,Free to Play;Multiplayer;Massively Multiplayer,2158,67,2000000-5000000,0.0
455290,Dashing Dinos,2016-10-26,1,Lost Mountain,Lost Mountain,windows,0,Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie;Casual,0,0,0-20000,7.99
380700,Zombie Killtime,2015-08-04,1,Nicholas Mallory,Nicholas Mallory,windows;mac,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Adventure;Indie,18,0,0-20000,1.59
851770,Number Hunt,2018-12-21,1,PaleBlue XYZ,PaleBlue XYZ,windows,0,Single-player;Online Multi-Player;Steam Achievements;Steam Leaderboards,Action;Indie;VR,0,0,0-20000,11.0
921850,Jar Sam,2018-10-04,1,Dead Peach,Dead Peach,windows,0,Single-player;Steam Achievements,Indie,0,0,0-20000,0.79
699010,Unsettled,2017-11-22,1,Field of View CE,Field of View CE,windows,0,Single-player;Steam Achievements;Captions available,Early Access;Indie;Adventure,5,0,0-20000,6.99
756490,Next Hero,2018-03-16,1,LINE Games Corporation,LINE Games Corporation,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;RPG,8,0,0-20000,7.19
729370,-KLAUS-,2019-01-23,1,La Cosa,La Cosa,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie;Platformer,0,0,0-20000,11.39
897360,Urban Explorer Golf,2018-07-30,1,Thomas Diehl,DIEVOLUTION SOFTWARE,windows,0,Single-player,Indie;Casual;Puzzle,0,0,0-20000,2.89
598470,Dungeon Creepster,2017-03-24,1,Electric Root,VT Publishing,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Casual,188,203,200000-500000,3.99
560720,Dark Angels: Masquerade of Shadows,2017-02-02,1,Skywind Games,Alawar Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Adventure;Hidden Object,7,0,0-20000,2.79
623940,HIVESWAP: Act 1,2017-09-14,1,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Point & Click;Great Soundtrack,171,243,200000-500000,5.59
917770,Mystery House -fivestones-,2018-09-03,1,Andwhy,Andwhy,windows,0,Single-player,Adventure;Indie;Simulation,0,0,0-20000,4.79
1021840,Asteroid Hideout,2019-03-14,1,toxicbrain,toxicbrain,windows,0,Single-player;Steam Achievements;Full controller support,Casual;Indie;Action,1,0,0-20000,2.09
331510,Amphora,2014-11-12,1,Moondrop,Moondrop,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Puzzle;Adventure,26,0,0-20000,9.99
877760,Thick Light,2018-07-21,1,Rimma Filato,Rimma Filato,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie,5,0,0-20000,0.79
758050,Internet Simulator,2018-03-15,0,Kavkaz Sila Game,Kavkaz Sila Game,windows,18,Single-player;Steam Achievements,Indie;Simulation;Violent,18,0,0-20000,2.09
262100,Trench Run,2016-04-07,1,Transhuman Design,Transhuman Design,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support,Action;Casual;Indie,41,0,0-20000,2.89
234140,Mad Max,2015-09-01,1,Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux),Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Open World;Action;Post-apocalyptic,3811,699,2000000-5000000,15.99
786690,Bloody Skyscraper,2018-02-23,1,Nedodnb,Dagestan Technology,windows,0,Single-player,Action;Casual;Adventure,4,0,0-20000,0.79
431640,Doodle Kingdom,2016-06-09,1,JoyBits Ltd.,JoyBits Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation,65,271,50000-100000,6.19
525450,King Oddball,2016-09-09,1,10tons Ltd,10tons Ltd,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Physics;Casual,3,0,0-20000,3.99
540250,Tank Battle: 1945,2017-02-16,1,HexWar Games,HexWar Games,windows;mac,0,Single-player,Strategy,4,0,0-20000,6.99
428040,Sixth Grade Detective,2015-12-21,1,Choice of Games,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,RPG;Indie;Choose Your Own Adventure,2,0,0-20000,2.09
336020,Pahelika: Secret Legends,2015-01-23,1,Ironcode Gaming,KISS ltd,windows,0,Single-player;Steam Achievements,Indie;Casual;Point & Click,33,0,0-20000,1.69
648570,Hell Dimension VR,2017-09-07,1,Third Door Studio,Subdream Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Gore;Violent,4,0,0-20000,6.99
791350,Favorite Miner,2018-02-06,1,IndieLip,IndieLip,windows,0,Single-player,Casual;Adventure;Indie,36,13,20000-50000,2.89
463880,Beyond Magic,2017-02-20,1,Falling Star Studio,Falling Star Studio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;RPG;Indie,6,0,0-20000,1.99
588210,HELLION,2017-02-24,1,Zero Gravity,Zero Gravity,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards,Early Access;Space;Survival,779,0,100000-200000,19.99
628820,ALaLa: Wake Mi Up!,2017-05-15,1,Fevolution Innovation Inc.,Fevolution Innovation Inc.,windows,0,Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen,Adventure;Indie;Casual,4,0,0-20000,7.99
240600,MotoGP™13,2013-06-20,1,Milestone S.r.l.,Plug In Digital;Milestone S.r.l.,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud,Racing;Sports;Simulation,166,0,50000-100000,6.99
649450,Deadly Escape,2018-02-09,1,Ominous Entertainment,Ominous Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;Action;Pixel Graphics,12,0,0-20000,1.69
865270,LIBRARY,2018-08-10,1,Happy Snake,Happy Snake Games,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Cute,2,0,0-20000,1.69
322780,Worlds Adrift,2017-05-24,1,Bossa Studios,Bossa Studios,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;Includes level editor,Early Access;Open World;Massively Multiplayer,1096,592,100000-200000,19.49
968290,Deported 2: Build That Wall,2018-12-07,1,Crankage Games,Crankage Games,windows,0,Single-player;Full controller support,Indie;Comedy;Funny,1,0,0-20000,0.79
364350,The Apotheosis Project,2015-07-10,1,Midian Design,Screen 7,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Point & Click,19,0,0-20000,2.09
547340,LoveKami -Divinity Stage-,2016-12-15,1,MoeNovel,MoeNovel,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Sexual Content;Nudity;Anime,35,223,20000-50000,9.99
546030,Fatal Gem VR(The First Match-3 VR Game),2016-11-23,1,Edougame,Edougame,windows,0,Single-player;Steam Achievements,Strategy;Indie;Casual,8,0,0-20000,2.09
681330,Helium Rain,2018-10-11,1,Deimos Games,Deimos Games,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Simulation;Space Sim;Strategy,23,0,0-20000,10.99
887370,Element: Space,2019-02-14,1,Sixth Vowel,Inca Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Turn-Based Combat;Strategy;RPG,45,0,0-20000,19.49
444770,Mimpi Dreams,2016-03-22,1,Dreadlocks Mobile;Silicon Jelly,Dreadlocks Mobile;Silicon Jelly;Dreadlocks Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Adventure;Cute,22,87,50000-100000,0.0
845630,Disdoored,2018-05-31,1,Anton Riot and Co,Bitbox Ltd.,windows,0,Single-player;Co-op;Online Co-op;Steam Achievements;Steam Cloud,Early Access;Indie;Action,10,0,0-20000,15.49
767110,Anime Girls VR,2017-12-23,1,Kawaii VR,Kawaii VR,windows,0,Single-player,Sexual Content;Nudity;Anime,11,0,0-20000,9.29
557040,99Vidas,2016-12-22,1,QUByte Interactive,QUByte Interactive,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Action;Beat 'em up,40,0,20000-50000,9.99
674220,ClickBit,2017-12-02,1,NorthernLights Games,NorthernLights Games,windows,0,Single-player;Steam Achievements,Indie;Casual;Clicker,21,0,0-20000,1.69
467930,SMASHING THE BATTLE,2016-05-15,1,STUDIO HG,STUDIO HG,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Female Protagonist;Hack and Slash,123,162,20000-50000,8.99
527360,Escape Station,2016-09-20,1,Paul Thornton;Luke Meppem;Owen Badham,Escape Reality UKVR ;SoftApps,windows,0,Single-player,Early Access;Indie;Adventure,2,0,0-20000,4.99
1052760,Hexa Path,2019-04-02,1,Tuwi Michael Nannings,NanningsGames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Puzzle,0,0,0-20000,1.69
698780,Doki Doki Literature Club!,2017-10-06,1,Team Salvato,Team Salvato,windows;mac,0,Single-player,Psychological Horror;Anime;Visual Novel,3588,99,2000000-5000000,0.0
1018820,Fleet Scrapper,2019-02-16,1,James Fitzgerald (Cavedens);David Fitzgerald (Perfectfitz),Creatorship Games,windows,0,Single-player;Full controller support,Action;Indie;Racing,1,0,0-20000,5.19
890400,Uncharted Waters Online,2018-12-19,1,"KOEI TECMO GAMES CO., LTD.",Papaya Play,windows,0,Online Multi-Player;MMO;Online Co-op;In-App Purchases,Massively Multiplayer;RPG;Free to Play,44,0,20000-50000,0.0
356090,Machineers - Episode 1: Tivoli Town,2015-05-15,1,Lohika Games,Lohika Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Puzzle;Adventure;Indie,1,0,0-20000,3.99
50510,Burn Zombie Burn!,2010-08-12,1,doublesix,P2 Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Zombies,93,3,50000-100000,6.99
874770,Goinund,2018-07-24,1,Maksim Chudaev,Maksim Chudaev,windows,0,Single-player;Steam Achievements,Action;Indie;Shooter,0,0,0-20000,1.69
719180,Revulsion,2019-02-18,1,Russell Meakim,Russell Meakim,windows,0,Single-player,Indie;Action;FPS,5,0,0-20000,11.39
63610,Riven: The Sequel to MYST,2010-08-04,1,Cyan Worlds,Cyan Worlds,windows;mac,0,Single-player,Adventure;Puzzle;Point & Click,103,0,100000-200000,3.99
446800,Transport Fever,2016-11-08,1,Urban Games,Good Shepherd Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop,Simulation;Management;Economy,1266,858,200000-500000,26.99
664750,Wrongworld,2018-05-11,1,Sludj Games,Sludj Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,9,0,0-20000,10.99
506840,The Dungeons of Castle Madness,2016-08-07,1,Third Impression,Third Impression,windows,0,Single-player;Steam Achievements;Steam Trading Cards,RPG;Indie;Adventure,8,0,0-20000,6.99
323470,DRAGON BALL XENOVERSE,2015-02-26,1,DIMPS,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Anime;Fighting;Action,1680,2530,500000-1000000,31.99
601810,Spark the Electric Jester,2017-04-10,1,Feperd Games,Feperd Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Platformer;2D,30,0,0-20000,5.79
425450,GoatPunks,2018-11-29,1,Alberto Santiago,Studio Canvas,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie;Local Multiplayer,7,0,0-20000,7.19
649630,DarkMaze,2017-07-08,1,Chongqing Yan Wan network technology Co.Ltd.,Chongqing Yan Wan network technology Co.Ltd.,windows,0,Single-player,Casual;Adventure;Strategy,6,0,0-20000,6.99
276300,My Riding Stables: Your Horse world,2014-03-28,1,Radon Labs GmbH,familyplay,windows,0,Single-player;Steam Cloud,Casual;Horses;Simulation,12,0,0-20000,11.39
723760,Steamburg,2017-11-02,1,Telehorse,Microids Indie,windows;mac,0,Single-player;Steam Achievements;Full controller support,Adventure;Indie;Puzzle,11,0,0-20000,7.19
743330,Super Hyperactive Ninja,2018-05-22,1,Grimorio of Games,JanduSoft S.L.,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Platformer,1,0,0-20000,5.79
27900,Twin Sector,2009-09-16,1,DnS Development,DnS Development,windows,0,Single-player,Action;Adventure;Puzzle,150,0,50000-100000,3.99
274480,Drox Operative,2014-02-18,1,Soldak Entertainment,Soldak Entertainment,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Space;Indie;Action,26,0,20000-50000,14.99
363090,NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,2015-06-25,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Steam Cloud,Strategy,13,0,20000-50000,39.99
759640,Plug Me,2018-04-05,1,Havana24,Havana24,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Indie;Action;Adventure,3,0,0-20000,2.09
1014600,Crash Landed,2019-03-13,1,Adil Ahmed;Edgy Games,Adil Ahmed,windows,0,Single-player;Partial Controller Support,Adventure,1,0,0-20000,2.09
848710,Defendion,2018-05-07,1,DillyFrame,DillyFrame,windows,0,Single-player;Steam Achievements,Early Access;Casual;Indie,2,0,0-20000,5.19
840610,Fortune-499,2018-05-10,1,AP Thomson,AP Thomson,windows;mac,0,Single-player,Pixel Graphics;Puzzle;Story Rich,10,0,0-20000,3.99
457890,TumbleSeed,2017-05-02,1,Benedict Fritz;Greg Wohlwend;Joel Corelitz;David Laskey;Jenna Blazevich,aeiowu,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Action;Adventure,38,9,20000-50000,10.99
698610,Through Blocks,2017-10-08,1,NedoStudio,NedoStudio,windows,0,Single-player,Early Access;Adventure;Indie,0,0,0-20000,0.79
884250,Fitzzle Wise Owls,2018-07-06,1,Red Dolphin Games,VT Publishing,windows,0,Single-player;Steam Achievements,Casual,3,0,0-20000,3.99
785030,Little Adventurer III,2018-02-01,1,hubiao,hubiao,windows,0,Single-player,Casual;Indie,34,0,20000-50000,1.69
457980,Adele: Following the Signs,2016-06-02,1,Unosquare,Unosquare,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;Platformer,3,0,0-20000,2.09
369360,Car Washer: Summer of the Ninja,2015-11-04,1,Pen and Sword Games,Pen and Sword Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Action;Casual,24,232,0-20000,3.99
569380,Alicia Griffith – Lakeside Murder,2016-12-16,1,Agrostemma,Libredia Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Detective,9,0,0-20000,6.99
17300,Crysis,2008-09-17,1,Crytek,Electronic Arts,windows,0,Single-player,FPS;Action;Sci-fi,1277,105,1000000-2000000,9.99
341870,TEMBO THE BADASS ELEPHANT,2015-07-21,1,Game Freak,SEGA,windows,12,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Adventure;Action;Platformer,110,0,20000-50000,9.99
281610,Homeworld: Deserts of Kharak,2016-01-20,1,Blackbird Interactive,Gearbox Publishing,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Strategy;RTS;Sci-fi,743,26,200000-500000,29.99
574890,Forgotten Chambers,2017-04-21,1,Tpot Studio,Tpot Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie,4,0,0-20000,14.99
