owners,appid,english,developer,publisher;platforms,required_age,steamspy_tags,achievements;positive_ratings,negative_ratings,average_playtime
50000-100000,459100,1,Alexandr Kataev,Jack Twin;windows,10,Action;Adventure;Indie,-325;95,49,162
100000-200000,784950,1,Dorado Games,Dorado Games;windows;mac,0,Free to Play;Strategy;Massively Multiplayer,133;142,148,-568
0-20000,715440,1,Choice of Games,Choice of Games;windows;mac;linux,0,Adventure;Indie;RPG,1981;12,2,-1058
0-20000,398170,0,StarWraith 3D Games LLC,StarWraith 3D Games LLC;windows,0,Simulation;Indie;Space,8;220,50,0
20000-50000,612540,1,Fireglow,Kalypso Media Digital;windows,0,Strategy;World War II;RTS,0;41,23,0
0-20000,462620,2,08 Games,Plug In Digital;WhisperGames;windows;mac;linux,0,Adventure;Indie;Puzzle,16;51908,4,0
20000-50000,375180,1,"Diggidy.net, LLC","Diggidy.net, LLC;windows;mac;linux",5,Indie;Simulation;Management,1754;165,91,0
0-20000,907560,1,Prospect Games;Tri-Heart Interactive,Prospect Games;windows,0,Indie;Action;Casual,12;6,0,0
0-20000,672050,1,Five entertainment,Back To Basics Gaming;windows,3,Action;Indie,0;5,8,0
0-20000,649660,1,JUMP OR FALL,JUMP OR FALL;windows,0,Early Access;Action;Adventure,0;47214,5,0
0-20000,761290,1,Seth Johnson,Seth Johnson;windows,0,Adventure;Indie;Casual,0;1619,0,0
0-20000,692790,1,木子工坊,HongbinGame;windows,0,Indie;Adventure;Visual Novel,0;27,16,0
0-20000,815170,1,M.R.Studio,M.R.Studio;windows,0,Indie;Action;Adventure,21;0,4,0
1000000-2000000,427730,1,Evil Tortilla Games,Evil Tortilla Games;windows;mac;linux,0,Funny;Multiplayer;First-Person,0;9751,3747,103
0-20000,915720,1,Session Seven Team,Session Seven Team;windows;linux,3,Indie;Free to Play;Adventure,0;55,5,0
0-20000,1051830,1,indie_games_studio,indie_games_studio;windows,0,Indie;Adventure;Horror,0;5,9,0
0-20000,460140,2,Orrery Games;Blip Haus Design,Orrery Games;windows,0,Adventure;Indie;Point & Click,0;885,0,0
0-20000,843580,1,The Selenite Forge,The Selenite Forge;windows;mac;linux,0,Action;Indie;Strategy,42;2,0,0
100000-200000,23380,2,"Square Enix;PopCap Games, Inc.",Square Enix;windows,0,RPG;Puzzle;Match 3,716;40677,113,73
20000-50000,403180,1,Hitcents,Hitcents;windows,11,Adventure;Casual;Indie,20;233,55,0
50000-100000,577940,1,Iron Galaxy,Microsoft Studios;windows,0,Fighting;Action;Multiplayer,464;1301,175,203
0-20000,417350,1,T-Rex Games,T-Rex Games;windows,-2,Indie;Strategy;Action,82;1,9,12521
1000000-2000000,332070,0,"JumpStart Games, Inc.","JumpStart Games, Inc.;windows;mac",0,Free to Play;Dragons;Adventure,110;1851,1778,272
0-20000,709560,1,Viron Shake,Viron Shake;windows,0,Indie;Horror,1349;11,5,2998
20000-50000,396650,1,PixelFade Inc,PixelFade Inc;windows;mac;linux,0,Anime;Visual Novel;Dating Sim,0;2211,48,-1445
20000-50000,793050,1,"BTD STUDIO Co.,ltd.","BTD STUDIO Co.,ltd.;windows",0,Free to Play;Strategy;RTS,80;36,34,0
0-20000,871330,1,Eat All The Games,Eat All The Games;windows;mac;linux,3,Early Access;Action;Adventure,0;8,0,0
0-20000,366510,1,Hammer Glass Studio,Hammer Glass Studio;windows;mac;linux,0,RPG;Dungeon Crawler;Grid-Based Movement,40;-2748,24,0
0-20000,777420,1,Oxrock Studio,Oxrock Studio;windows;mac;linux,0,Early Access;Adventure;RPG,13;6,4,0
0-20000,513320,1,Carbon Studio,Klabater;windows;linux,0,Adventure;Indie;VR,34;62,82,0
0-20000,385940,1,HexWar Games,HexWar Games;windows;mac,0,Strategy,0;5,5,0
0-20000,793690,1,Phaser Lock Interactive,Phaser Lock Interactive;windows,10,Early Access;Strategy;VR,87;125,1,60
20000-50000,368430,1,Antagonist,1C Entertainment;windows,0,Horror;Adventure;Indie,27;461,164,0
0-20000,328510,1,Retro Dreamer,Retro Dreamer;windows;mac;linux,0,Early Access;Action;Indie,0;81,16,9489
100000-200000,465650,1,Out of the Park Developments,Out of the Park Developments;windows;mac;linux,0,Baseball;Sports;Strategy,78;48694,48,0
0-20000,498990,1,Climax Studios Ltd,Climax Studios Ltd;windows,0,Action;VR,1375;41,13,0
200000-500000,644570,2,Dieselmine,Paradise Project;windows,0,Sexual Content;Nudity;Mature,0;6922,648,221
0-20000,903780,0,Ouch Giver Games,Ouch Giver Games;windows,0,Early Access;Indie;Action,21;52548,0,8039
0-20000,418940,1,EDWON,EDWON;windows,0,Early Access;Indie;Casual,0;4084,3,0
0-20000,867700,1,Reine Works,Top Hat Studios Inc;windows;mac;linux,0,Nudity;Sexual Content;Female Protagonist,17;31,5,0
0-20000,656780,1,BitsAlive Game Studios,Spicy Fox GmbH;windows;mac,0,Casual;Action;Racing,0;48607,10,0
0-20000,341760,1,Henchman & Goon,Henchman & Goon;windows;mac,0,Action;Indie;Platformer,13;17,1,0
0-20000,666100,1,nDreams / Near Light,nDreams;windows,0,Action;Simulation;VR,37;83,5,158
0-20000,793640,1,D & M Arcade,D & M Arcade;windows,0,Action;Indie;Casual,20;5,0,0
0-20000,935070,2,Winged Cloud,Winged Cloud;windows;mac;linux,0,Nudity;Simulation;Anime,1524;34,8,0
100000-200000,220900,1,Owlchemy Labs,Owlchemy Labs;windows;mac;linux,-5,Casual;Indie;Action,27;218,125,140
20000-50000,311910,1,Cape Copenhagen,rondomedia GmbH;windows;mac,4,Simulation,26;12515,56,-1635
500000-1000000,250420,1,Archive Entertainment,Archive Entertainment;windows;mac;linux,0,Free to Play;Massively Multiplayer;Pixel Graphics,-406;2822,1972,31
0-20000,425150,0,DEADBIT,DEADBIT;windows,0,Action;Casual;Indie,-98;65,18,0
50000-100000,269310,1,Toge Productions,Toge Productions;windows;mac,8,Strategy;Zombies;Indie,19;464,226,435
0-20000,814010,1,Potato Games,Potato Games;windows,0,Casual;Racing;Sports,6;1,2,0
0-20000,725550,1,Radi Lewis,OpenWorldComics;windows,0,Early Access;Action;Indie,0;6,1,0
0-20000,336680,2,iconical Ltd.,iconical Ltd.;windows;mac,0,Strategy;Indie;Casual,1401;26,8,11947
50000-100000,621880,1,Ntroy LTD,Ntroy LTD;windows,0,Massively Multiplayer;Free to Play;MMORPG,1754;137,199,73
0-20000,788050,1,Escu:de/Element,Sekai Project;windows,0,Sexual Content;Adventure;Nudity,0;16,4,10072
0-20000,586020,1,DigitalBadger Design,DigitalBadger Design;windows,0,Action;Indie;Casual,-142;24,5,0
0-20000,707350,1,Arc System Works,Arc System Works;windows,0,Action;Mechs;Anime,20;-16365,4,0
0-20000,765900,1,Assemble Entertainment,Assemble Entertainment;windows,0,Adventure;Nudity;Sexual Content,1703;5069,19,0
0-20000,321390,1,Nordic Legacy,Nordic Legacy;windows,1,Early Access;Action;Indie,0;-6479,12,0
0-20000,625830,0,Oh!WHATif Inc.,Oh!WHATif Inc.;windows,0,Early Access;Action;Indie,0;23,1,2307
500000-1000000,221680,1,Ubisoft - San Francisco,Ubisoft;windows;mac,0,Music;Education;Simulation,47;8228,789,6704
0-20000,871470,0,electronic life games,AYE Technology;windows,1,Action;Adventure;Indie,0;45184,5,1440
20000-50000,954530,1,Caffeine,Cheesecake;windows,0,Indie;Horror,4;17,36,0
1000000-2000000,356190,1,Monolith Productions,WB Games;windows,18,Open World;Action;RPG,72;43266,5633,-5918
20000-50000,1053060,1,SideQuestNZ,Blue Wizard Digital;windows;mac,0,Free to Play;Action;Multiplayer,0;2223,20,0
0-20000,586430,1,Eclipse Games,Eclipse Games;windows,0,Action;Adventure;Indie,16;52548,3,234
0-20000,770820,1,Rad Zone,Rad Zone;windows;mac,0,Action;Indie;Simulation,10;-6153,0,0
100000-200000,200670,1,Akella;.dat,Kalypso Media Digital;windows,0,Strategy;Turn-Based;RPG,0;42442,101,0
0-20000,727140,1,Attila D.,Attila D.;windows,0,Indie;Casual;Visual Novel,0;4,0,9565
0-20000,530740,1,Rusto,Rusto;windows,0,Action;Indie;Robots,36;17,4,23
0-20000,997340,1,stariy8419,stariy8419;windows,9,Action;Indie,0;44215,3,0
100000-200000,9800,1,Haggard Games,1C Entertainment;windows,0,Stealth;Action;Adventure,0;428,145,64
0-20000,805450,0,Manuf,Alexeibelih;windows,0,Action;Indie;Adventure,1291;18,19,0
0-20000,882390,0,Erik 'The' Bell,Erik 'The' Bell;windows,0,Action;Indie;Adventure,1923;4,0,0
0-20000,732290,1,DiceyCraft,DiceyCraft;windows,8,Indie;Action;RPG,0;4022,6,0
0-20000,390560,1,Sirlin Games,Sirlin Games;windows;mac;linux,0,Early Access;Indie;Fighting,0;35926,31,0
0-20000,529700,1,Grey Dog Software,Viva Media;windows,8,Sports;Wrestling;Management,2001;29,4,10871
20000-50000,943390,1,LT,LT;windows,0,Free to Play;Action;Indie,1956;123,23,0
0-20000,771710,1,Veslo Games,Veslo Games;windows;mac,0,Puzzle;Indie;Sci-fi,42;54,14,2506
0-20000,855980,1,dev4play,dev4ent;windows,0,Indie;Casual;Tower Defense,0;10541,2,0
0-20000,855850,2,Moraes Studio,Moraes Studio;windows;linux,10,Action;Indie;Casual,30;45,2,0
0-20000,601550,1,catbull;Omicron Games,catbull;windows,0,Indie;VR,0;7059,4,0
1000000-2000000,578310,1,Desertkun,Desertkun;windows;mac;linux,0,Free to Play;Multiplayer;Shooter,84;8343,2112,1433
0-20000,629840,1,Krealit,Krealit;windows,3,Indie;Adventure;Walking Simulator,3;401,124,0
0-20000,761040,1,Nylon Blonde,Nylon Blonde;windows;mac;linux,0,Early Access;Strategy;Indie,6;43679,0,0
0-20000,325160,1,Zotnip,Zotnip;windows;mac;linux,11,Adventure;Indie;Pixel Graphics,1590;39,2,0
0-20000,938940,1,Fury Games Production,Fury Games Production;windows,1,Indie;Female Protagonist;Exploration,0;41467,29,0
0-20000,593700,2,Keybol;Nitrome Limited;Mike Studios,Nitrome Limited;windows;mac,0,Indie;Action;Adventure,17;46,6,8877
0-20000,563180,1,Achpile,Achpile;windows;mac;linux,0,Adventure;Indie;Platformer,24;48,2,0
20000-50000,400800,0,Milestone S.r.l.,Milestone S.r.l.;windows,0,Racing;Simulation;Sports,1542;278,114,0
0-20000,589250,1,Pseudocode Games,Pseudocode Games;windows,0,Early Access;Action;Simulation,4;-2304,6,0
0-20000,383690,2,studiocime,studiocime;windows;mac;linux,0,Indie;Adventure;Hacking,2055;128,25,11
0-20000,926350,1,"Mindware Co.,Ltd.","Mindware Co.,Ltd.;windows",0,Action;Indie,30;5,0,0
200000-500000,498660,1,Microblast Games,Microblast Games;windows;mac,0,Indie;Casual;Sports,11;410,103,-334
20000-50000,466130,1,SONNORI Corp,PQube Limited;SONNORI Corp;windows,0,Horror;Adventure;Action,42;529,260,0
0-20000,307190,1,Winter Wolves,Winter Wolves;windows;mac;linux,0,Visual Novel;Otome;Simulation,13;71,31,291
0-20000,601250,0,SVP,SVP;windows;mac;linux,0,Adventure;Indie;RPG,0;11,2,0
0-20000,668970,0,Grégory Joerger,Grégory Joerger;windows,0,Adventure;Indie;Action,0;9,0,275
0-20000,502200,1,Camel 101,Camel 101;windows,4,Strategy;Tower Defense;Funny,19;8,7,372
0-20000,782630,2,25% Games,25% Games;windows,10,Free to Play;Action;Indie,1663;7,4,12928
20000-50000,338190,1,Retrific,Retrific;windows,2,Indie;Casual;Action,38;175,23,0
0-20000,998790,0,Score Studios LLC,Score Studios LLC;windows,10,Casual;Indie;Puzzle,62;7,2,0
0-20000,856160,1,Timecode DS Ltd.,Timecode DS Ltd.;windows,0,Early Access;Action;Violent,0;2,0,0
200000-500000,453980,0,Fifth Dimension Company,Fifth Dimension Company;windows,0,Indie;Casual;Arcade,1632;50511,154,347
0-20000,669830,1,Geoff Nagy,Geoff Nagy;windows;linux,1,Action;Indie;Casual,10;8,2,0
200000-500000,449140,1,treeform,treeform;windows;mac;linux,0,Free to Play;Strategy;Building,0;1899,276,20
0-20000,812960,1,Batholith Entertainment,Batholith Entertainment;windows,11,Early Access;RPG;Indie,1515;25,0,0
20000-50000,671620,1,DOG HOGGLER,DOG HOGGLER;windows,0,Simulation;Strategy;Action,1491;327,65,0
0-20000,801290,2,MyDreamForever,Red twice potato;windows,0,Action;Indie;Adventure,1727;94,9,2
0-20000,658390,1,Mocove Studio,Mocove Studio;windows,-2,Casual;Simulation;VR,0;0,1,625
0-20000,685430,1,Crabby Team,Crabby Team;windows,0,Adventure;Indie;Casual,0;45779,2,0
0-20000,857130,1,D1ONE,D1ONE;windows,-2,Casual,17;15,8,0
1000000-2000000,24010,1,Dovetail Games,Dovetail Games - Trains;windows,-3,Simulation;Trains;Singleplayer,1165;8573,5336,287
0-20000,853770,1,George Mandell,BalloonMooseGames;windows,0,Early Access;Violent;Indie,0;-9725,41,189
0-20000,378770,1,Qute,Degica;windows,0,Action;Shoot 'Em Up;Great Soundtrack,29;81,4,0
0-20000,508890,1,XIERRA Games,XIERRA Games;windows,4,Action;Indie;VR,0;3,0,8795
20000-50000,876470,1,Lionmoon UG,Lionmoon UG;windows,0,Free to Play;Strategy;City Builder,1573;-5068,46,0
100000-200000,505210,1,Just1337 Studio,Just1337 Publisher;windows;mac;linux,1,Action;Indie;Casual,30;211,73,301
0-20000,992790,1,Tempera Games,Tempera Games;windows;mac,0,Action;Casual;Local Multiplayer,0;6,1,0
0-20000,714360,1,SirGoose,MyGamePublisher;windows,-3,Adventure;Indie;Casual,0;6,18,0
0-20000,584880,0,Kongroth,Kongroth;windows,0,Casual;Adventure;Simulation,0;-18364,3,0
20000-50000,694500,1,Pandemic Studios,2K;windows,2,Strategy;Action;RTS,0;11384,28,0
0-20000,746110,1,Adaptive Game,Adaptive Game;windows,0,Indie;Action;Casual,0;13,2,5775
50000-100000,36000,0,Sakari Indie,Sakari Indie;windows;mac,0,Action;Indie;Third Person,23;184,111,160
0-20000,686740,1,Happinet,Happinet;windows,0,RPG;Action;Adventure,1880;-1674,9,0
20000-50000,385150,1,DQ Team;Hidden Hallow Studio,DQ Team;windows;mac;linux,0,Adventure;Indie;Casual,0;57,14,0
0-20000,657230,2,Shaman Games Studio,Shaman Games Studio;windows;mac,0,Casual;Hidden Object;Puzzle,0;6,19,0
0-20000,453830,1,Chequered Ink Ltd.,Chequered Ink Ltd.;windows,0,Action;Indie;Casual,40;12,1,0
0-20000,745900,1,梵天游戏,梵天游戏;windows,0,Action;Massively Multiplayer;VR,0;46955,5,0
50000-100000,415840,1,FIVE-BN GAMES,8Floor;windows,0,Adventure;Casual;Hidden Object,53;86,46,306
0-20000,832520,0,Winturn Games,Winturn Games;windows,0,Early Access;Strategy;Adventure,0;15,5,0
100000-200000,202130,1,Cyanide Montreal,Paradox Interactive;windows,0,Strategy;Fantasy;Villain Protagonist,48;167,208,76
0-20000,898830,1,Christian Boman,Christian Boman;windows,8,Action;Indie;RPG,-163;5,0,0
20000-50000,773650,1,Apillo,Apillo;windows;mac,0,Strategy;Adventure;Indie,4;4,21,0
20000-50000,677340,1,Codebyfire,Mode 7;windows,0,Strategy;Indie;City Builder,0;269,62,142
0-20000,909570,1,Gamedust Sp. z o.o.,Gamedust Sp. z o.o.;windows,0,Early Access;Action;Strategy,1286;28,2,1489
100000-200000,377330,0,Yai Gameworks,Yai Gameworks;windows,0,Free to Play;Horror;Indie,1316;622,82,9
0-20000,489730,0,Playdev Gaming,Playdev Gaming;windows,0,Indie;Action;Adventure,19;1,3,0
20000-50000,455940,1,irritatingFLY studio,irritatingFLY studio;windows,0,Strategy;Casual;Indie,0;-2456,40,266
0-20000,857680,2,Experiment 7,Experiment 7;windows,0,Strategy;Simulation;Board Game,0;32,8,10420
0-20000,565140,1,Elephant Games,Big Fish Games;windows,0,Adventure;Casual;Hidden Object,0;1,0,0
50000-100000,591370,1,Positech Games,Positech Games;windows,0,Management;Simulation;Strategy,32;1355,208,0
2000000-5000000,33930,2,Bohemia Interactive,Bohemia Interactive;windows,18,Simulation;Action;Military,2007;17683,1519,8488
0-20000,865850,0,BurningDust Games,SakuraGame;windows,0,Early Access;Action;Indie,0;12012,26,0
200000-500000,259020,1,Runewaker,Infernum Productions AG;windows,-3,Free to Play;Dragons;Massively Multiplayer,0;594,267,152
0-20000,987850,1,Feardemic,Feardemic;windows,4,Early Access;Indie;Action,20;39,16,0
0-20000,522280,1,Team Cat 'n Mice,Team Cat 'n Mice;windows;mac,1,Adventure;Indie,0;18936,9,3152
0-20000,1062120,0,Artur Rezende,Artur Rezende;windows,0,Casual;Indie,-466;1,0,0
0-20000,587010,1,Foremost Games,Foremost Games;windows;mac;linux,0,Adventure;Indie;Casual,0;4,3,-225
0-20000,531910,1,Dan Ruscoe,Dan Ruscoe;windows,0,Indie;Casual,5;33,3,0
0-20000,744040,0,Astalo Games,PQube Limited;windows,-4,Early Access;Racing;Indie,12;-21880,5,0
200000-500000,13600,1,Kudosoft,Ubisoft;windows,-1,Action;Adventure;Parkour,108;43384,122,167
0-20000,440790,1,Spider Key Games,Spider Key Games;windows;mac,0,Adventure;Indie;Casual,12;8,8,0
20000-50000,551730,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.;windows",3,Action;Open World;Hunting,50;9103,206,3315
1000000-2000000,233270,1,Ubisoft Montreal,Ubisoft;windows,0,FPS;1980s;Comedy,1667;35165,1257,249
20000-50000,497260,2,EnsenaSoft,EnsenaSoft;windows,-2,Casual;Simulation,0;53,51,799
0-20000,1049420,2,Roxiano Creations,Roxiano Creations;windows;mac,0,Free to Play;Indie;Casual,0;9937,1,0
50000-100000,460850,1,Penrose Studios,Penrose Studios;windows,0,Indie;Casual;VR,0;443,15,0
20000-50000,801630,2,FRENCH-BREAD,Arc System Works;windows,0,Action;2D Fighter;Fighting,44;524,33,168
2000000-5000000,212680,1,Subset Games,Subset Games;windows;mac;linux,0,Rogue-like;Space;Indie,0;42641,1629,-863
0-20000,846340,1,Magic Chopstick Games,Magic Chopstick Games;windows;mac,0,Free to Play;Strategy;Indie,40;12,5,0
0-20000,783090,1,Galactig,Galactig;Rondo Media Cyf;windows,0,Action;Indie;Casual,0;1,0,0
200000-500000,397950,1,Landfall,tinyBuild;windows;mac;linux,11,Parkour;Action;First-Person,19;4497,485,211
0-20000,819880,1,Amanotes,AmanotesJSC;windows,0,Early Access;Action;Casual,0;1,0,0
0-20000,512420,1,Overrun Games,Overrun Games;windows,0,Early Access;Action;Indie,0;16,7,0
0-20000,654670,0,Thugnificent,Thugnificent;windows,0,Indie;Casual;Difficult,15;11,0,0
0-20000,698100,1,Digital Eel,Digital Eel;windows,1,Indie;Casual;VR,0;3,1,0
100000-200000,364050,1,Tlön Studios;Ilex Games,Gamestorming;windows;mac;linux,0,Indie;Action;Adventure,16;54302,251,430
0-20000,765610,2,LuteGames,LuteGames;windows,0,Casual;Indie;Puzzle,0;20,2,10269
0-20000,1055770,1,Willpowaproject,Willpowaproject;windows,0,Action;Indie;Adventure,0;2,1,0
0-20000,403880,1,Milestone S.r.l.,Milestone S.r.l.;windows,0,Racing;Simulation;Sports,259;54,43,126
0-20000,932800,1,"Matthias Patscheider, Samantha Povolny, Bianca Zankl",Letzte Worte;windows,0,Adventure;Indie;Sexual Content,17;13,1,0
20000-50000,862010,1,Nekyau Games,Nekyau;windows,8,Action;Indie;Casual,0;-28739,29,0
0-20000,659320,1,Omnichron Studios,Omnichron Studios;windows;mac,0,Indie;Platformer;Pixel Graphics,0;52661,0,0
0-20000,455990,1,Jollyfish Games,Jollyfish Games;windows;mac;linux,0,Early Access;Racing;Action,0;33443,2,10524
0-20000,355120,0,Smit Parmar,Smit Parmar;windows,0,Indie;Strategy;Casual,599;6,28,0
0-20000,647950,2,Greater Studios,Greater Studios;windows,0,Early Access;Adventure;Indie,0;2,0,12291
20000-50000,627530,1,"Strata Mixed Reality, Inc.","Strata Mixed Reality, Inc.;windows",0,Design & Illustration;Animation & Modeling;Casual,3;9,0,0
0-20000,445430,1,Xuse,JAST USA;windows,0,RPG;Strategy;Visual Novel,0;17,2,0
20000-50000,538810,1,Si7 Studio,Si7 Studio;windows,11,Simulation;Trains;Singleplayer,0;193,133,0
0-20000,815630,1,EF Universe Games LLC,EF Universe Games LLC;windows,0,Indie;Strategy;RPG,26;3,0,-2909
20000-50000,433790,0,pheenix93,pheenix93;windows,4,Adventure;Indie;Mystery,0;23,21,241
0-20000,674800,1,ClickGames,ClickGames;windows,0,Adventure;Indie;Casual,9;23,1,0
0-20000,754040,2,TSS Studio,TSS Studio;windows,0,Indie;Casual;Adventure,0;-1113,39,0
0-20000,395100,1,Felix Wunderlich,Felix Wunderlich;windows,0,Action;Indie;Adventure,21;12,1,0
100000-200000,927250,1,NEXT Studios,NEXT Studios;windows,0,Action;Female Protagonist;Indie,24;1225,228,0
100000-200000,817510,1,Majorariatto,Majorariatto;windows;mac;linux,0,Action;Indie;Difficult,12;472,218,0
0-20000,527110,1,Viacom NEXT,Viacom NEXT;windows,0,Adventure;Indie;VR,0;8,2,0
0-20000,861290,2,Anazz,Anazz;windows,-4,Indie;FPS;Shooter,-234;1,6,0
0-20000,713380,1,Fürst,Fürst;windows,1,Early Access;Action;Adventure,25;8,1,0
20000-50000,679400,1,Iron 27,Iron 27;windows;mac,1,Early Access;Free to Play;Indie,0;128,17,12790
0-20000,485790,1,Cooply Solutions,Cooply Solutions;windows,0,Early Access;Action;Racing,21;8,3,12630
0-20000,688880,1,Cynoclept;Hazzcore,Icyjolt;windows,0,Early Access;Gore;Action,8;17,14,0
50000-100000,207020,0,Digital Reality Software & Playbox,HandyGames;windows,0,Racing;Arcade;Local Multiplayer,12;317,82,0
0-20000,37500,1,Yullaby,Yullaby;windows,1,Indie;Casual;Puzzle,40;33,9,49
0-20000,389840,1,Pocket Queries,Zoo Corporation;windows;mac,10,Action;Indie;Simulation,30;35,29,0
20000-50000,470780,1,jumpsuit entertainment UG (haftungsbeschränkt),Ysbryd Games;WhisperGames;windows;mac,0,Indie;Puzzle;Hand-drawn,13;162,7,34
0-20000,396730,1,deadweight games,"NEXUS Studios, Inc.;windows",0,Adventure;Indie;Casual,-409;5,9,2599
20000-50000,462990,1,VisualArts/Key,VisualArts;windows,0,Visual Novel;Anime;RPG,27;-1451,12,280
20000-50000,311190,2,BlueEagle Productions,Paul Schneider;windows,12,Indie;Platformer;Metroidvania,0;6527,24,135
0-20000,1017580,1,Alexandr Bondarenko,Alexandr Bondarenko;windows,0,Indie;Adventure;Platformer,17;9,2,-2569
0-20000,838440,1,Triumph LLC,Triumph LLC;windows,0,Racing;Action;Indie,35;11,0,0
500000-1000000,414340,1,Ninja Theory,Ninja Theory;windows,18,Atmospheric;Psychological;Story Rich,14;34931,1805,455
200000-500000,215470,1,Lukewarm Media,Reverb Triple XP;Circle 5;windows,1,Dinosaurs;Multiplayer;Action,137;4447,1323,423
100000-200000,313480,2,Nival,Nival;windows,0,Strategy;World War II;RTS,0;495,65,9543
0-20000,843720,1,Steel Wing,Ggame Studio;windows,0,Early Access;Action;Adventure,57;92,26,639
0-20000,650860,1,The House of Fables,The House of Fables;windows,0,Indie;Casual;Adventure,10;28,16,0
0-20000,565540,1,Dinan Studios,Dinan Studios;windows,0,Action;Indie;Hack and Slash,0;8,3,0
0-20000,809200,2,Dry Eel Development,Dry Eel Development;windows,0,Early Access;Action;Indie,187;4,4,0
0-20000,346670,1,Peter Lacalamita,Magnetic Studio;windows;mac,0,Action;Indie;Strategy,10;-1324,17,0
0-20000,935920,1,Centicerise Productions,Centicerise Productions;windows;mac;linux,0,Free to Play;Visual Novel;Indie,0;68,15,0
0-20000,312440,1,Studio Nyx,Slitherine Ltd.;windows,0,Strategy;Turn-Based;Sci-fi,-137;21,14,10689
20000-50000,426040,0,Perfect Square Studios,Perfect Square Studios;windows,0,Indie;Horror,0;24026,18,226
0-20000,927930,1,StEaMPuNk GaMeS,StEaMPuNk GaMeS;windows,0,Action;Indie;Adventure,-769;11,8,0
100000-200000,259740,1,Artifex Mundi,Artifex Mundi;windows;mac;linux,0,Adventure;Hidden Object;Casual,15;1099,84,61
0-20000,506150,1,Space Lizard Studio LTD,Space Lizard Studio LTD;windows;mac;linux,0,Action;Indie;Casual,11;25,2,8727
50000-100000,273070,1,"Arcen Games, LLC","Arcen Games, LLC;windows;mac;linux",0,Strategy;Space;Simulation,79;36193,102,0
0-20000,884500,1,Fury Games Production,Fury Games Production;windows,11,Strategy;Indie;Simulation,5;6381,1,9229
0-20000,528460,1,TatriX;Nanalli,TatriX;windows;mac;linux,9,Massively Multiplayer;RPG;Indie,35;247,101,0
0-20000,622200,1,Blue Tea Games,Big Fish Games;windows,0,Casual;Adventure;Hidden Object,0;6,0,11646
0-20000,879470,1,SaFiKiK,SaFiKiK;windows;linux,0,Indie;Casual;Strategy,60;8745,16,4333
0-20000,639220,1,Diego F Beltran;Mauricio Tunes;Luiz Zaiats;Danilo Nishimura,Diego F Beltran;windows,0,Early Access;Action;Racing,-175;33,8,0
0-20000,395880,2,Animootor,Animootor;windows,8,Indie;Casual;Simulation,0;8,4,0
50000-100000,262300,0,TORaIKI,Fruitbat Factory;windows,0,RPG;Indie;Adventure,49;34404,17,10703
0-20000,904860,1,indie_games_studio,indie_games_studio;windows,16,Violent;Gore;Adventure,472;-16775,10,0
0-20000,366990,1,Ninai Games;YeaBoing,YeaBoing;windows,0,Casual;Indie;Puzzle,2074;54163,10,0
0-20000,500660,1,DigitasLBi,Husqvarna;windows,0,Sports;Simulation;VR,11;16,11,0
0-20000,492490,0,Anarchy Enterprises,Anarchy Enterprises;windows,-3,Action;Indie;Zombies,0;22,45,0
50000-100000,214610,2,773,Nyu Media;windows,0,Visual Novel;Anime;Indie,0;457,79,10498
50000-100000,339290,1,Snails Animation,Snails Animation;windows,0,Casual;Indie;Action,32;163,83,174
0-20000,801780,1,CSM,W.T.B.;windows,0,Action;Indie;Casual,11;8,14,0
0-20000,661420,2,LSTGames,LSTGames;windows,8,Adventure;Indie;Casual,368;1,0,1187
50000-100000,504490,0,CRASS Studios,CRASS Infotech;windows;mac;linux,0,Action;FPS;Third-Person Shooter,0;102,218,-4504
0-20000,340990,2,Avalanche Software,Disney Interactive;windows,10,Action;Adventure;Psychological Horror,0;25,9,2097
0-20000,387280,2,Radiangames,Radiangames;windows,0,Action;Indie;Adventure,18;31,3,0
0-20000,787420,1,Real Fighting,Real Fighting;windows;mac,0,Indie;Action;Robots,32;4,9,0
20000-50000,515260,1,Pixelsplit Simulations,Pixelsplit Simulations;windows;mac;linux,0,Simulation;Casual;Physics,10;169,60,0
20000-50000,384000,1,Triangle Studios,Triangle Studios;windows;mac;linux,0,Action;Adventure;Indie,445;230,79,62
0-20000,566410,2,Bruno MARTIOL,Bruno MARTIOL;windows,8,Adventure;Indie;Casual,3;51630,10,0
20000-50000,513490,2,BBC Media Applications Technologies Limited,BBC Media Applications Technologies Limited;windows,0,Indie;VR;Historical,-40;50007,7,-1065
0-20000,682350,1,Palfrey Games,PalfreyGames;windows,0,Adventure;Indie;Casual,0;34592,11,0
50000-100000,272600,1,SFB Games,SFB Games;windows;mac;linux,0,Adventure;Detective;Indie,58;1123,62,0
0-20000,417400,1,Tongsun,Tongsun;windows;mac;linux,10,Adventure;Indie;Horror,95;14,3,0
0-20000,318300,0,PIPE Studio,Disney Interactive;windows,0,Adventure;Psychological Horror;Sexual Content,0;5,7,8728
100000-200000,968700,1,Anate Studio,Anate Studio;windows;mac,-2,Free to Play;Indie;Adventure,0;295,49,4242
0-20000,649170,0,Miki Squadron Project,Miki Squadron Project;幻爵工作室;windows;mac,4,Adventure;Visual Novel,13;37,7,0
0-20000,988330,1,Krzysztof Konopka,Krzysztof Konopka;windows,0,Action;Indie,0;-1221,1,0
