name,release_date,1ZT_english;appid,developer,publisher,platforms,rqrd_g,categories,genres,steamspy_tags,achievements;ratings_positive,negative_ratings,average_playtime,owners
Uncharted Waters Online,2018-12-19,1;890400,"KOEI TECMO GAMES CO., LTD.",Papaya Play,windows,0,Online Multi-Player;MMO;Online Co-op;In-App Purchases,Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,Massively Multiplayer;RPG;Free to Play,0;71,44,11307,20000-50000
Machineers - Episode 1: Tivoli Town,2015-05-15,1;356090,Lohika Games,Lohika Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,nlEp_Adventure;Indie,Puzzle;Adventure;Indie,31;25,1,0,0-20000
Burn Zombie Burn!,2010-08-12,0;50510,doublesix,P2 Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Zombies,15;65,93,3,50000-100000
Goinund,2018-07-24,1;874770,Maksim Chudaev,Maksim Chudaev,windows,0,Single-player;Steam Achievements,vW6_Action;Indie,Action;Indie;Shooter,1;14,0,0,0-20000
Revulsion,2019-02-18,1;719180,Russell Meakim,Russell Meakim,windows,2,Single-player,Action;Indie,Indie;Action;FPS,0;40,5,0,0-20000
Riven: The Sequel to MYST,2010-08-04,1;63610,Cyan Worlds,Cyan Worlds,windows;mac,0,Single-player,Adventure;Casual,Adventure;Puzzle;Point & Click,0;288,103,11910,100000-200000
Transport Fever,2016-11-08,1;446800,Games_Urban,Good Shepherd Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop,5imulation,Simulation;Management;Economy,53;4418,1266,849,200000-500000
Wrongworld,2018-05-11,0;664750,Slud.Game.,Sludj Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,62;170,9,0,0-20000
The Dungeons of Castle Madness,2016-08-07,2;506840,Impression_Third,Third Impression,windows,0,Single-player;Steam Achievements;Steam Trading Cards,,RPG;Indie;Adventure,19;13,8,0,0-20000
DRAGON BALL XENOVERSE,2015-02-26,1;323470,ES_DIMPS,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Anime;Fighting;Action,50;12601,1680,8144,500000-1000000
Spark the Electric Jester,2017-04-10,1;601810,Feperd Games,Feperd Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Platformer;2D,4;296,30,0,0-20000
GoatPunks,2018-11-29,0;425450,Alberto Santiago,Studio Canvas,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Acti.,Action;Indie;Local Multiplayer,63;17,7,76,0-20000
DarkMaze,2017-07-08,1;649630,  wide area network web engineering science ,Chongqing Yan Wan network technology Co.Ltd.,windows,10,Single-player,,Casual;Adventure;Strategy,0;1,6,3095,0-20000
My Riding Stables: Your Horse world,2014-03-28,1;276300,ujB9_Radon Labs GmbH,familyplay,windows,0,Single-player;Steam Cloud,,Casual;Horses;Simulation,0;16,12,0,0-20000
Steamburg,2017-11-02,0;723760,Telehorse,Microids Indie,windows;mac,0,Single-player;Steam Achievements;Full controller support,Adventure;Indie,Adventure;Indie;Puzzle,51;12,11,0,0-20000
Super Hyperactive Ninja,2018-05-22,2;743330,Grimorio of Games,JanduSoft S.L.,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Platformer,36;8,1,0,0-20000
Twin Sector,2009-09-16,1;27900,DnS Development,DnS Development,windows,0,Single-player,Action;Adventure,Action;Adventure;Puzzle,0;88,150,8069,50000-100000
Drox Operative,2014-02-18,2;274480,Soldak Entertainment,Soldak Entertainment,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,eSs_Action;Indie;RPG,Space;Indie;Action,63;229,26,0,20000-50000
NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,2015-06-25,0;363090,KOE.T.GA.CO..LT.,"KOEI TECMO GAMES CO., LTD.",windows,4,Single-player;Steam Cloud,Strategy,Strategy,0;50,13,11014,20000-50000
Plug Me,2018-04-05,1;759640,Havana24,Havana24,windows,1,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Advent8re;Indie,Indie;Action;Adventure,21;37,3,0,0-20000
Crash Landed,2019-03-13,1;1014600,Adil Ahmed;Edgy Games,Adil Ahmed,windows,0,Single-player;Partial Controller Support,Adventure,Adventure,0;4,1,0,0-20000
Defendion,2018-05-07,1;848710,DillyFrame,DillyFrame,windows,0,Single-player;Steam Achievements,Casual;Indie;Strategy;Early Access,Early Access;Casual;Indie,11;2,2,8735,0-20000
Fortune-499,2018-05-10,1;840610,AP Thomson,AP Thomson,windows;mac,10,Single-player,Indie;RPG;Strategy,Pixel Graphics;Puzzle;Story Rich,0;70,10,0,0-20000
TumbleSeed,2017-05-02,1;457890,Bene.Fritz;.Wohlwe.Corelitz;D.Laske.Bla.,aeiowu,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,13;137,38,-3438,20000-50000
Through Blocks,2017-10-08,2;698610,NedoStudio,NedoStudio,windows,0,Single-player,Adventure;Indie;Early Access,Early Access;Adventure;Indie,0;1,0,0,0-20000
Fitzzle Wise Owls,2018-07-06,0;884250,R.Do.Ga.,VT Publishing,windows,8,Single-player;Steam Achievements,Ca.,Casual,1;5,3,0,0-20000
Little Adventurer III,2018-02-01,1;785030,hubiao,hubiao,windows,10,Single-player,Casu.,Casual;Indie,0;12,34,0,20000-50000
Adele: Following the Signs,2016-06-02,0;457980,,Unosquare,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,,Adventure;Indie;Platformer,28;15,3,0,0-20000
Car Washer: Summer of the Ninja,2015-11-04,1;369360,Pen and Sword Games,Pen and Sword Games,windows,10,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Indie;Action;Casual,17;12,24,232,0-20000
Alicia Griffith – Lakeside Murder,2016-12-16,2;569380,Ayrostemmq,Libredia Entertainment,windows;mac,11,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Detective,35;29,9,9607,0-20000
Crysis,2008-09-17,1;17300,Crytek,Electronic Arts,windows,0,Single-player,Action,FPS;Action;Sci-fi,0;6075,1277,12373,1000000-2000000
TEMBO THE BADASS ELEPHANT,2015-07-21,0;341870,zq_Game Freak,SEGA,windows,12,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Adventure;Action;Platformer,15;325,110,0,20000-50000
Homeworld: Deserts of Kharak,2016-01-20,1;281610,Blackbird Interwvtide,Gearbox Publishing,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,r_Strategy,Strategy;RTS;Sci-fi,48;2734,743,26,200000-500000
Forgotten Chambers,2017-04-21,1;574890,Tpot Studio,Tpot Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,25;24,4,0,0-20000
Martial Arts Brutality,2018-01-31,1;618080,Cold Beam Games,Cold Beam Games,windows,11,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Violent;Free to Play;Indie;Strategy,Free to Play;Violent;Strategy,48;424,81,-152,50000-100000
Star Wolves,2010-03-02,1;46270,X-Bow Software,1C Entertainment,windows,9,Single-player;Steam Cloud,RPG;Strategy,RPG;Strategy;Space,0;182,42,0,50000-100000
Bubble Ghost,2018-02-08,0;781230,Infogrames;Are Informatique,Classics Digital,windows,11,Single-player;Local Multi-Player,Action;Indie,Action;Indie,0;14,9,0,0-20000
Silver Creek Falls: Chapter 2,2015-09-30,1;403070,Sapphire Dragon Productions,Sapphire Dragon Productions,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Female Protagonist,11;36,4,0,0-20000
FantasyDynasty: Le château DERETIC,2018-04-30,0;842070,Dupeyron,Dupeyron,windows,0,Single-player,Adventure;Casual;RPG,Adventure;RPG;Casual,0;2,2,12950,0-20000
Epic Dumpster Bear: Dumpster Fire Redux,2018-04-03,1;701810,Log Games Ltd,Log Games Ltd,windows,0,Single-player;Steam Achievements;Full controller support,,Action;Indie,24;17,0,0,0-20000
Samurai of Hyuga,2016-09-16,1;524540,Games_Hosted,Hosted Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,RPG;Indie;Adventure,30;28,5,0,0-20000
The Horologist's Legacy,2018-10-24,1;957890,kail  jordan river ,Cole and Jordan Studios,windows;mac,0,Single-player,Indie,Indie;Horror;Psychological Horror,0;5,0,0,0-20000
Little Einar,2019-01-18,1;677710,MADBones Games,MADBones Games,windows,-2,Single-player;Full controller support,Abenteuer;Lässig;Indie,VR;Platformer;Indie,9;7,1,0,0-20000
Conga Master,2016-09-14,0;489720,Underckderw,Rising Star Games,windows;mac;linux,9,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Pixel Graphics,42;41,4,3161,0-20000
rumii,2018-06-26,1;872440,Doghead Simulations,Doghead Simulations,windows;mac,0,Online Multi-Player;Online Co-op;Cross-Platform Multiplayer,Simulation;Education;Software Training,Education;Simulation;Software Training,0;11,1,0,0-20000
Robbie Swifthand and the Orb of Mysteries,2018-09-20,1;718010,Pixel-Reign,Pixel Reign;Kiss Publishing Ltd,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Action;Platformer;Difficult,19;60,4,0,0-20000
PokerStars VR,2018-11-08,1;886250,Luckt VR Ibc.,The Stars Group Inc.,windows,0,Online Multi-Player,Casual;Free to Play;Strategy;Early Access,Early Access;Free to Play;Casual,0;308,37,0,50000-100000
Pavel Quest,2015-05-13,2;366460,"ElevenSeventy, LLC","ElevenSeventy, LLC",windows;mac,0,Single-player;Partial Controller Support,Ection;Indie,Action;Indie;Platformer,0;11,3,0,0-20000
Gem Wars: Attack of the Jiblets,2015-12-14,1;370590,Queen Birdface Productions,Queen Birdface Productions,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie,Action;Indie;Casual,47;37,23,0,20000-50000
Gridworld,2015-12-24,1;396890,DopplerFrog,DopplerFrog,windows;linux,11,Single-player;Steam Trading Cards;Includes level editor;Commentary available,Indie;Simulation,Indie;Simulation;Pixel Graphics,0;158,31,0,0-20000
GoBlock's Impossible Medley,2017-04-14,1;619220,Gambreng Games,GameChanger Studio,windows;mac;linux,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie,Indie;Casual,26;8,0,12829,0-20000
Way of the Passive Fist,2018-03-06,1;625680,Household Games Inc.,Household Games Inc.,windows;mac;linux,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Beat 'em up,36;60,7,0,0-20000
MegaSphere,2015-08-25,1;386340,AKGames,AKGames,windows;mac;linux,0,Single-player;Full controller support,Action;Adventure;Indie;Early Access,Early Access;Indie;Action,0;74,21,0,0-20000
Dungeon Brewmaster,2018-05-23,1;832720,Super77,Super77,windows,0,Single-player,Adventure;Simulation;Early Access,Early Access;Adventure;Simulation,0;31,11,8045,0-20000
EDGE,2011-08-11,1;38740,Two Tribes,Two Tribes Publishing,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Puzzle;Indie;Action,47;1714,148,41,200000-500000
Unmanned helicopter,2018-07-20,1;894070,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Indie;Simulation,Indie;Simulation;Music,20;2,2,10376,0-20000
Aurora Trail,2017-12-28,1;755150,Screenhit Studios,Screenhit Studios,windows,-1,Single-player;Captions available;Partial Controller Support,Free to Play;Indie;RPG;Strategy,Free to Play;Indie;Strategy,0;65,11,0,20000-50000
Chains,2009-07-01,1;11360,2DEngine.com,Meridian4,windows;mac,0,Single-player,Indye,Indie;Puzzle;Physics,0;433,148,36,100000-200000
BitShift: BattleGrid,2016-09-28,1;466290,Animate Objects,Animate Objects,windows,12,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie,10;6,0,-3181,0-20000
Child Phobia: Nightcoming Fears,2016-12-20,0;570500,2B_GAMES,2B_GAMES,windows,18,Single-player;Steam Trading Cards,Sexual Content;Violent;Gore;Adventure;Indie;Early Access,Early Access;Indie;Gore,0;41,14,287,0-20000
RKN - Roskomnadzor Banned Internet,2018-05-17,2;857340,Nekyau Games,Nekyau,windows,2,Single-player,Action;Casual;Indie,Action;Indie;Casual,0;61,38,11,20000-50000
Mahjong Fest: Winterland,2018-12-19,1;975980,Notus Games Ltd,Notus Games Ltd,windows;mac,10,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Puzzle;2D,18;1,0,302,0-20000
Projector Face,2016-06-01,1;431850,Fluik Entertainment Inc,Fluik Entertainment Inc,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,5;53,11,1633,0-20000
Drawn™: Trail of Shadows Collector's Edition,2017-02-14,1;567240,,Big Fish Games,windows,0,Single-player;Steam Trading Cards,,Adventure;Casual,0;10,3,-1753,0-20000
Zup! X,2018-05-17,0;508900,Quiet River,Quiet River,windows,12,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Minimalist,2880;884,34,10689,20000-50000
Flix The Flea,2015-06-01,1;371390,Psychotic_Psoftware,Psychotic Psoftware,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Platformer,0;77,116,285,50000-100000
STARS Simulation,2016-09-01,1;516950,Amusing_Just_Studios_Myself,Just Amusing Myself Studios,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie;Simulation;Early Access,Early Access;Simulation;Action,0;5,7,258,100000-200000
Odallus: The Dark Call,2015-07-15,2;319480,JoyMasher,JoyMasher,windows,-5,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Metroidvania,29;792,89,261,100000-200000
MONOPOLY® PLUS,2017-09-07,1;562810,Ubisoft Pune,Ubisoft,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Full controller support;Steam Trading Cards,Casual,Casual;Multiplayer;Board Game,0;528,719,303,100000-200000
Tiny Dangerous Dungeons,2019-03-01,0;1013650,Islands_Adventure,Adventure Islands,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventura;Indie,Action;Indie;Adventure,18;19,1,0,0-20000
PlataGO! Super Platform Game Maker,2018-03-27,1;732400,Super Icon Ltd,PQube Limited,windows,0,Single-player;Steam Workshop;Partial Controller Support;Includes level editor, get at,Early Access;Adventure;Indie,0;52,10,0,0-20000
Full Of Love,2019-04-11,1;990940,Folo Studio,Folo Studio,windows,0,Single-player,Adventure;Casual;Indie;Simulation;Strategy,Casual;Nudity;Sexual Content,0;7,10,0,0-20000
Lost Moon,2015-09-28,1;406090,Thorngames,Thorngames,windows,0,Single-player;Full controller support;Steam Trading Cards,Indie;Early Access,Early Access;Indie;Platformer,0;417,167,357,200000-500000
Nether: Resurrected,2014-06-05,1;247730,Phosphor Games Studio,"Nether Productions, LLC",windows,0,Single-player;Multi-player;MMO;Valve Anti-Cheat enabled, ,Survival;Open World;Action,0;7456,10167,257,500000-1000000
Nimbatus - The Space Drone Constructor,2018-10-03,1;383840,Stray Fawn Studio,Stray Fawn Studio,windows;mac;linux,0,Single-player;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Simulation;Early Access,Early Access;Sandbox;Indie,0;328,60,0,20000-50000
This Grand Life,2018-04-17,1;695600,Stochernde Wasserspiele,Poking Water Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;RPG;Simulation,Simulation;RPG;Indie,24;109,36,-1499,0-20000
Mining Industry Simulator,2014-11-28,1;321660,,Ravenscourt,windows;mac;linux,0,Single-player;Steam Achievements,Simulation,Simulation;Mining,49;18,46,0,0-20000
Black Mirror I,2014-06-17,0;292930,Future Games;Unknown Identity,THQ Nordic,windows,0,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Mystery,0;468,135,3,100000-200000
Quell 4D,2016-10-14,1;534230,Rubyc.,Rubycone,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Action;VR,15;71,17,0,0-20000
Skyling: Garden Defense,2017-02-13,2;577160,"Mighty Studios, LLC","Mighty Studios, LLC",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,6;7,0,0,0-20000
Scheming Through The Zombie Apocalypse: The Beginning,2018-06-08,1;813540,Entertainment Forge,GrabTheGames,windows;mac,10,Single-player;Steam Achievements,Adventure,Adventure;Comedy;Atmospheric,19;114,13,629,0-20000
Langoth,2017-02-27,1;581100,Atum Software,Sometimes You,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Adventure;Action,22;24,30,275,50000-100000
Terraform,2015-05-08,1;347790,Holgersson Entertainment,Holgersson Entertainment,windows,-1,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,Indie;Simulation;Strategy,Strategy;Indie;Simulation,23;32,7,0,0-20000
Scribble Ships,2017-03-29,2;548130,Slothzilla Games,(none),windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action,Action;Arcade;Indie,17;18,1,12813,0-20000
CastleMiner Warfare,2017-08-17,1;675210,DigitalDNA Games LLC,DigitalDNA Games LLC,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support;Includes level editor,Gewalttätig;Action;Indie,Action;Indie;Violent,0;31,33,0,0-20000
Seeking Dawn,2018-07-12,1;859340,Multiverse,Multiverse,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Indie;Gore,35;194,72,-901,0-20000
LuckCatchers,2016-11-15,2;454540,DiP Online,DiP Online,windows,2,MMO;In-App Purchases,Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy,Free to Play;Massively Multiplayer;RPG,80;407,338,4,100000-200000
PuppetShow™: Mystery of Joyville,2016-10-14,1;533060,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0;5,1,0,0-20000
ESport Manager,2018-06-18,1;652660,InImages,InImages,windows,-2,Single-player,,Simulation;Sports;Indie,0;28,28,0,0-20000
Highway Blossoms,2016-06-17,1;451760,Studio Éian;Dtudio Coattails,Sekai Project,windows;mac;linux,3,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casu.,Visual Novel;Female Protagonist;Anime,20;1207,67,537,200000-500000
BQM - BlockQuest Maker-,2018-07-26,0;865930,Wonderla.,Gamera Game;idealCat,windows;mac,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Casual;Indie;RPG;Simulation,Casual;Action;Indie,38;105,22,-1097,0-20000
Trapper's Delight,2018-03-06,1;467760,Shrimpcave Industries,Shrimpcave Industries,windows;mac,12,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,RW_Action;Casual;Strategy,Action;Casual;Strategy,31;125,10,0,0-20000
Champ Against Chumps Upgrade Edition,2018-04-20,1;777580,MisterTtocS,MisterTtocS,windows,-5,Single-player;Steam Achievements,Indie,Indie;Adventure,22;2,0,0,0-20000
心の闇の先に Trial VersionⅡ,2018-01-15,0;661700,It's a Wonderful Life,It's a Wonderful Life,windows,-3,Single-player,Adventure;Free to Play,Free to Play;Adventure,0;11,9,0,0-20000
The Princess Adventure,2018-11-08,1;850740,FalconDev,FalconDev,windows;linux,0,Single-player;Partial Controller Support,Adventure;Casual;Indie,Adventure;Indie;Casual,7;5,2,0,0-20000
"Guns, Gore and Cannoli 2",2018-03-02,1;525510,Crazy Monkey Studios;Claeysbrothers,Crazy Monkey Studios,windows;mac,0,Single-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Stats,Action;Adven5u3e,Action;Side Scroller;Adventure,20;1121,75,213,100000-200000
Realm Royale,2018-06-05,2;813820,H.Le.G.,Hi-Rez Studios,windows,0,Multi-player;Online Multi-Player;Partial Controller Support,Action;Free to Play;Early Access,Early Access;Battle Royale;Free to Play,22;17220,9825,360,2000000-5000000
A tractor,2018-08-15,1;779050,Gam.F.M.,Games for May,windows,10,Multi-player;Online Multi-Player;MMO;Online Co-op,Casual;Indie;Massively Multiplayer;Strategy;Early Access,Early Access;Massively Multiplayer;Indie,0;78,26,-3057,0-20000
Sansar,2018-12-05,0;586110,Lab_Linden,Linden Lab,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;In-App Purchases,    get at,Early Access;Free to Play;Massively Multiplayer,0;98,61,0,20000-50000
Pulut Adventure,2015-07-09,1;385220,yayapipi,yayapipi,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,0;59,35,8244,0-20000
Combat Core,2019-01-10,1;405670,,MABManZ,windows;mac,0,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support;VR Support,,Action;Indie;Fighting,21;42,11,8693,0-20000
1993 Space Machine,2016-03-28,1;373480,Modesty,Modesty,windows;mac,0,Single-player;Local Co-op;Steam Achievements;Full controller support,Action;1ndie,Shoot 'Em Up;Action;Indie,11;97,60,0,50000-100000
Kitty Hawk,2018-01-03,1;640250,Idsibi.Gam.,"Intelligent Decision Systems, Inc.",windows,0,Single-player;Steam Leaderboards,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure,0;3,0,0,0-20000
DinosaurIsland,2017-09-03,0;698160,LiengDeZhao,LiangDeZhao,windows,0,Single-player,Violent;Action;Adventure;Indie,Action;Indie;Adventure,0;2,7,1858,0-20000
Seat of War,2018-08-24,1;887520,Halfbolt Studios,Halfbolt Studios,windows,0,Online Multi-Player,Action,Action,0;10,6,0,0-20000
Wave Beta,2017-04-12,1;453000,"WaveVR, Inc.","WaveVR, Inc.",windows,0,Single-player;Online Multi-Player;MMO;Online Co-op;Includes level editor,Massively Multiplayer;Simulation;Early Access,Early Access;VR;Massively Multiplayer,0;364,21,13,50000-100000
Drill Arena,2018-02-25,1;799610,TheDreik,TheDreik,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support,Action;Indie,Action;Indie,8;5,7,0,0-20000
Diaries of a Spaceport Janitor,2016-09-16,1;436500,Sundae Month,tinyBuild,windows;mac,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie;RPG;Simulation,Indie;Adventure;Casual,44;335,98,0,20000-50000
Last Defense,2018-01-09,0;740100,Technology_AYE,AYE Technology,windows,0,Single-player,Adventure;Indie;Strategy,Indie;Strategy;Adventure,0;0,14,312,0-20000
WARMA,2018-06-19,1;697630,WARMA Corporation,WARMA Corporation,windows,0,Online Multi-Player;MMO,Nudity;Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;Racing;RPG;Simulation;Early Access,Early Access;RPG;Indie,0;64,65,0,0-20000
Queendoom,2016-11-10,1;540410,,EP Games®,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action,Action;Indie;Fantasy,16;17,0,0,0-20000
Heckpoint,2018-04-09,2;731600,Nodacoy Games;Jadan Bliss,Rooster Republic LLC,windows,0,Single-player;Full controller support,Action;Indie,Action;Indie;Pixel Graphics,12;15,1,0,0-20000
Devour them all,2017-10-12,1;722240,Dexion Games,Dexion Games,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0;6,31,1,0-20000
Story of a Cube,2016-03-04,1;440750,TinyAtomGames,TinyAtomGames,windows;mac;linux,11,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Abenteuer;Indie,Action;Indie;Adventure,9;18,9,10038,20000-50000
ICE AGENT,2018-10-09,1;914130,Fat Agent,Casual.US,windows,0,Single-player,Indie;Aimulation;Earlu Acvess,Early Access;Indie;Simulation,0;1,4,0,0-20000
EXIT 4 - Portal,2018-02-12,1;730690,SIXNAILS,SIXNAILS,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Casual;Indie,38;3,0,0,0-20000
The Flesh God,2017-11-02,1;718960,Nuberu Games,Nuberu Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,12;13,2,0,0-20000
Gas Guzzlers Extreme,2013-10-08,1;243800,Gamepires,Iceberg Interactive,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Action;Racing;Sports,Racing;Action;Multiplayer,105;2511,415,137,200000-500000
Forget Me Not: My Organic Garden,2015-08-21,2;363980,CAVYHOUSE,AGM PLAYISM,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,1ndie;Simulation,Indie;Simulation;Clicker,44;236,39,-1817,0-20000
The Happy Hereafter,2014-06-05,0;306200,Alawar;Mirball Games,Buka Entertainment,windows,0,Single-player;Steam Trading Cards,Casual;Strategy,Casual;Strategy;Simulation,0;215,58,-1118,20000-50000
Cross And Crush,2018-03-22,1;811860,Playloft,Playloft,windows;mac,12,Single-player,Action;Adventure;Racing,Action;Racing;Adventure,35;3,4,0,0-20000
Resident Evil 0 / biohazard 0 HD REMASTER,2016-01-19,1;339340,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"Action, Abenteuer",Horror;Zombies;Survival Horror,47;2196,393,132,200000-500000
Fran Bow,2015-08-27,1;362680,Killmonday Games AB,Killmonday Games AB,windows;mac;linux,16,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Psychological Horror;Story Rich;Point & Click,18;4896,192,508,200000-500000
XDeskClock,2019-01-18,1;1006850,AW6_XWidgetSoft,XWidgetSoft,windows,0,Steam Cloud,Access_&_Animation_Modeling;Utilities;Early,Early Access;Utilities;Animation & Modeling,0;6,1,0,0-20000
Motorhead,2015-09-16,1;393290,Urbanscan,Console Classics,windows,0,Single-player;Partial Controller Support,Racing,Racing,0;4,17,0,0-20000
Hollow Halls,2017-01-19,1;576700,8roken Code Games,Broken Code Games,windows,12,Single-player,Indie,Indie,0;0,5,8169,0-20000
