appid,V9_name,release_date,english,developer,publisher,platforms,genres,SteTa,Ach,positive_ratings,negative_ratings,average_playtime,M.P.,owners,v_price
857050,Casual Penalty,2018-05-16,1,CasGames,CasGames,windows,Casual;Simulation;Sports,Casual;Simulation;Sports,3346,15,11,0,0,0-20000,0.79
839420,Krampus is Home,2019-03-22,1,Regl Studios,Regl Studios,windows,Action;Adventure;Indie,Action;Indie;Adventure,16,20,4,0,0,0-20000,11.39
645280,MYSTIC VR,2017-07-21,1,Null Activity,Null Activity,windows,Adventure,Adventure;VR,0,6,2,0,0,0-20000,0.79
436850,Stellar Stars,2016-11-10,1,WhiteSponge,WhiteSponge,windows;mac;linux,Action;RPG;Strategy,Action;Strategy;RPG,19,3,3,0,0,0-20000,6.99
835690,City Sweeper - Clean it Fast!,2018-06-26,1,Catmoon Productions,Catmoon Productions,windows,Simulation,Simulation,0,3,0,0,0,0-20000,3.99
346010,Besiege,2015-01-28,1,Spiderling Studios,Spiderling Studios,windows;mac;linux,Indie;Simulation;Early Access,Early Access;Building;Sandbox,26,25880,1364,644,310,2000000-5000000,6.99
538920,Fiery Disaster,2016-11-07,1,Vogelfänger,Vogelfänger,windows;linux,Action;Casual;Indie;Strategy,Strategy;Action;Casual,42,13,15,0,0,0-20000,1.59
367010,Vernon's Legacy,2016-09-23,1,TripleBrick,TripleBrick,windows,Adventure;Indie,Indie;Adventure;Horror,0,62,41,0,0,0-20000,8.99
989540,THE LAST SURVIVOR,2019-01-24,1,Skyline Games,Skyline Games,windows,Action;Adventure;Free to Play,Free to Play;Gore;Violent,0,24,22,0,0,0-20000,0.0
668770,Solarium,2017-07-27,1,Sunfleck Software,Sunfleck Software,windows,Adventure;Free to Play;Simulation,Free to Play;Adventure;Simulation,0,76,44,0,0,50000-100000,0.0
751080,Strange Things,2017-11-24,1,Dexion Games,Dexion Games,windows,Action;Adventure;Casual;Indie,Action;Indie;Casual,0,3,9,0,0,0-20000,0.79
267220,Line Of Defense Tactics - Tactical Advantage,2014-03-17,1,3000AD,3000AD,windows,Action;Indie;RPG;Strategy,Strategy;Indie;RPG,0,2,15,0,0,20000-50000,6.99
707000,Aw Nutz,2017-09-28,1,Renaissance,Renaissance,windows,Casual;Indie,Indie;Casual,2,2,4,0,0,0-20000,3.99
825490,Crazy Science: Long Run,2018-04-17,1,Art Of Adventures,Art Of Adventures,windows;mac,Action;Casual;Indie,Action;Indie;Casual,12,3,4,0,0,0-20000,2.89
913090,Rogue Party,2018-10-31,1,Chris Antoni,Chris Antoni,windows,Action;Adventure;Indie;RPG;Strategy,Action;RPG;Indie,25,37,1,0,0,0-20000,0.79
672030,Swap Blocks,2017-07-21,1,Wizbyte Games,WizByte Games,windows,Action;Casual;Indie,Action;Casual;Indie,14,5,0,0,0,0-20000,3.99
495890,Montaro,2016-07-25,1,JCKSLAP,MBDL,windows,Casual;Indie,Memes;Cute;Casual,15,10099,485,174,191,200000-500000,0.79
670100,Mint,2017-07-21,1,DGHZ,Sometimes You,windows;mac,Action;Adventure;Casual;Indie,Action;Indie;Casual,9,11,6,0,0,0-20000,1.99
823330,Marginal act,2018-03-27,1,Marginal act,Marginal act,windows;linux,Adventure;Indie,Indie;Adventure;Horror,12,2,2,0,0,0-20000,1.69
850910,Streamers Company Tycoon 主播经纪公司,2019-03-13,0,石头游戏,石头游戏,windows;mac,Casual;Simulation,Simulation;Casual;Management,38,244,237,347,347,20000-50000,7.19
289240,Perimeter: Emperor's Testament,2014-05-22,1,K-D Lab,1C Entertainment,windows,Strategy,Strategy;RTS;Sci-fi,0,10,7,0,0,20000-50000,2.79
829210,AIdol,2018-04-23,1,ebi-hime,ebi-hime,windows;mac;linux,Casual;Indie;Simulation,Casual;Simulation;Indie,7,12,3,0,0,0-20000,8.29
923050,Don't Touch Me : Zombie Survival,2018-09-08,1,Blast Radius Game Studios,Indie,windows,Indie,Indie,0,2,0,0,0,0-20000,2.89
756860,Archers,2018-01-18,1,Stabbarey,Stabbarey,windows,Gore;Action;Adventure;Indie,Action;Adventure;Indie,3,3,2,0,0,0-20000,7.19
91200,Anomaly: Warzone Earth,2011-04-08,1,11 bit studios,11 bit studios,windows;mac;linux,Action;Indie;Strategy,Strategy;Indie;Tower Defense,42,3300,481,200,181,500000-1000000,7.99
688720,Infinity Fall,2017-08-30,1,KorteGames,KorteGames,windows,Action;Adventure;Indie,Action;Adventure;Indie,0,7,0,0,0,0-20000,10.99
437400,SOLRAVEN,2016-03-03,1,Inception Soft,Inception Soft,windows,Free to Play;Indie;Simulation,Free to Play;Simulation;Indie,0,8,27,1,1,50000-100000,0.0
657930,Spartaga,2017-08-28,1,House of How,House of How,windows,Action;Indie,Action;Indie;VR,47,36,1,0,0,0-20000,7.19
498240,Batman - The Telltale Series,2016-08-02,1,Telltale Games,Telltale Games,windows,Adventure,Batman;Superhero;Story Rich,30,5729,1783,385,575,200000-500000,11.99
912760,Volcanic Blocks,2018-08-31,1,Bullid Games,Bullid Games,windows;mac;linux,Casual;Indie,Indie;Casual,64,1,1,0,0,0-20000,1.69
449100,City of the Shroud,2018-08-09,1,Abyssal Arts Ltd.,Abyssal Arts Ltd.,windows;mac,Action;Indie;RPG;Strategy,RPG;Indie;Strategy,19,15,5,0,0,0-20000,15.49
380550,Incandescent,2015-06-30,1,Stephen Crabb,Stephen Crabb,windows,Action;Indie,Action;Indie;Shoot 'Em Up,15,54,29,243,266,20000-50000,0.79
756040,RollerCoaster Legends,2017-12-21,1,WarDucks,WarDucks,windows,Adventure,Adventure;VR;Casual,0,16,6,0,0,0-20000,3.99
389170,A Lenda do Herói - O Herói desta Canção,2016-03-24,0,Dumativa Creative Studio;Castro Brothers,Dumativa Creative Studio;Castro Brothers,windows;mac;linux,Adventure;Casual;Indie,Adventure;Great Soundtrack;Indie,14,858,79,342,342,100000-200000,11.99
1024250,Firon,2019-03-01,1,F8tality games,F8tality games,windows,Adventure;RPG,Adventure;RPG,0,1,1,0,0,0-20000,0.0
302260,Truffle Saga,2014-06-06,1,Colossal Games,KISS ltd,windows;mac,Action;Adventure;Casual;Indie,Casual;Action;Indie,0,33,58,0,0,50000-100000,1.69
294660,Putt-Putt® Saves The Zoo,2014-07-03,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,windows;mac;linux,Adventure;Casual,Family Friendly;Adventure;Casual,0,333,14,34,34,20000-50000,4.99
840430,Planetary Dustoff,2019-02-20,1,Rymdfall AB,Rymdfall AB,windows;mac,Action;Indie;Early Access,Early Access;Indie;Action,8,17,1,0,0,0-20000,11.39
819080,Moto Racing 3D,2018-04-03,1,Speedspark Studio,Speedspark Studio,windows;mac,Action;Racing,Action;Racing;Casual,10,0,1,0,0,0-20000,3.99
375320,Colortone,2015-10-29,1,Greendev.,Droid Riot,windows;mac;linux,Adventure;Indie,Adventure;Indie;Puzzle,0,55,35,242,245,20000-50000,0.79
607440,Escape: VR,2017-04-12,1,JapanCo,Bitlock Studio,windows,Indie,Indie;VR,0,113,20,308,308,100000-200000,1.99
759540,Wanted Killer VR,2018-05-23,1,Playsnak,Playsnak,windows,Action;Indie;Early Access,Early Access;Action;Bullet Time,38,83,12,0,0,0-20000,6.99
365760,Vektor Wars,2015-06-04,1,Super Icon Ltd,Super Icon Ltd,windows;mac;linux,Action;Indie,Indie;Action;Retro,20,39,13,0,0,20000-50000,4.99
518030,Aim Hero,2016-09-05,1,ProGames Studio,ProGames Studio,windows,Action;Early Access,Early Access;FPS;Shooter,0,2596,458,109,158,200000-500000,3.99
744190,Rusty Lake Paradise,2018-01-11,1,Rusty Lake,Rusty Lake,windows;mac,Adventure;Indie,Indie;Adventure;Puzzle,50,1004,63,274,328,50000-100000,2.89
294060,Aaru's Awakening,2015-02-23,1,Lumenox ehf,Lumenox ehf,windows;mac;linux,Action;Adventure;Indie,Indie;Adventure;Action,20,86,35,0,0,20000-50000,10.99
255370,KickBeat Steam Edition,2014-01-20,1,Zen Studios,Zen Studios,windows,Action;Indie,Music;Action;Indie,42,474,251,195,201,100000-200000,6.99
517670,Cowbots and Aliens,2016-11-07,1,Wizard Games Inc,Wizard Games Inc,windows,Action;Adventure;Casual;Indie;Early Access,Early Access;VR;Action,0,81,12,0,0,0-20000,9.29
350810,Pixel Puzzles 2: Anime,2015-03-27,1,DL Softworks,DL Softworks,windows,Action;Casual;Indie;Simulation;Strategy,Anime;Casual;Indie,27,601,194,257,278,200000-500000,6.99
57900,Duke Nukem Forever,2011-06-09,1,Gearbox Software,2K,windows;mac,Action,FPS;Action;Nudity,62,4433,2243,434,472,1000000-2000000,14.99
998220,The Dungeon of Lulu Farea,2019-01-07,1,Galaxy Wars,DLsite,windows,Indie;RPG,RPG;Indie;Sexual Content,0,65,5,0,0,0-20000,10.29
965320,The Settlers® 7 : History Edition,2019-01-22,1,Ubisoft Blue Byte,Ubisoft,windows,Strategy,Strategy,0,9,18,0,0,0-20000,12.49
697360,Rabbit BoBo,2018-12-20,1,Sailer,cada,windows,Adventure;Casual;Indie,Indie;Casual;Adventure,0,0,1,0,0,0-20000,0.79
404590,Vikings - Wolves of Midgard,2017-03-24,1,Games Farm,Kalypso Media Digital,windows;mac;linux,Nudity;Violent;Gore;Action;RPG,RPG;Hack and Slash;Action,39,1580,1172,230,230,100000-200000,22.99
757450,Samurai of Hyuga Book 3,2017-12-01,1,Hosted Games,Hosted Games,windows;mac;linux,Adventure;Indie;RPG,Indie;Adventure;RPG,49,16,5,0,0,0-20000,5.19
539750,Kombine,2016-10-14,1,Robert Alvarez,Robert Alvarez,windows;mac,Casual;Indie;Strategy,Casual;Indie;Strategy,10,54,17,0,0,20000-50000,0.79
703030,NewTypes,2018-02-19,1,Masahiro Suzuki,Masahiro Suzuki,windows,Simulation;Early Access,Early Access;Simulation,0,7,1,0,0,0-20000,0.0
781590,三国游侠志,2018-02-02,0,Flying Star Games,Flying Star Games,windows,Adventure;RPG;Strategy,Strategy;Adventure;RPG,0,51,10,0,0,0-20000,4.79
695510,Rena And Elin,2018-08-03,1,90s Studio,90s Studio,windows,Action;Adventure;Indie;RPG,Action;Adventure;RPG,13,31,8,0,0,0-20000,2.09
428180,Islet Online,2019-02-11,1,Morenori Soft,Morenori Soft,windows,Indie;Massively Multiplayer;RPG,Massively Multiplayer;Indie;Sandbox,10,296,85,0,0,0-20000,13.49
268520,Orc Attack: Flatulent Rebellion,2014-05-15,1,Casual Brothers,Reverb,windows,Action;Adventure;Indie,Action;Adventure;Indie,14,29,32,0,0,20000-50000,6.99
960340,YUNA: Sugar hearts and Love,2019-02-16,1,PIxelssoftworks,PIxelssoftworks,windows,Action;Adventure;Casual;Indie,Action;Indie;Casual,35,4,2,0,0,0-20000,4.79
624270,The Painscreek Killings,2017-09-27,1,EQ Studios,EQ Studios,windows,Adventure;Indie,Adventure;Indie;Detective,33,541,90,0,0,20000-50000,14.99
365590,Tom Clancy’s The Division™,2016-03-07,1,Massive Entertainment,Ubisoft,windows,Action;Adventure;RPG,Open World;Multiplayer;Third-Person Shooter,0,49832,25607,4252,1952,2000000-5000000,41.99
795500,Harmless Skeleton,2018-02-12,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,Adventure;Casual;Indie;Simulation,Casual;Adventure;Indie,0,12,31,0,0,0-20000,2.89
552060,EscapeVR: The Basement,2016-11-07,1,Five Mind Creations;Sourcenity,Five Mind Creations,windows,Adventure;Indie,Adventure;Indie;Puzzle,9,46,5,0,0,0-20000,6.19
658430,Professor Watts Word Search: Into The Ocean,2017-07-16,1,Ripknot Systems,Ripknot Systems,windows,Casual;Indie;Strategy,Indie;Casual;Strategy,5000,16,9,0,0,0-20000,4.99
288040,Actual Sunlight,2014-04-03,1,WZOGI,WZOGI,windows;mac,Adventure;Indie,Indie;Adventure;RPGMaker,1,364,106,0,0,20000-50000,3.99
849980,Color by Numbers - Dinosaurs,2018-05-15,1,Kedronic UAB,Kedronic UAB,windows;mac;linux,Casual;Indie,Indie;Casual;Family Friendly,0,5,0,0,0,0-20000,4.49
329980,ASA: A Space Adventure - Remastered Edition,2015-03-04,1,Simon Says: Play!,Simon Says: Play!,windows,Adventure;Indie,Adventure;Indie;Point & Click,0,20,11,0,0,0-20000,7.19
916780,Groundless,2018-09-06,1,Root121 Games,Root121 Games,windows;mac,Action;Indie,Action;Indie;Local Multiplayer,0,2,0,0,0,0-20000,11.39
675170,303 Squadron: Battle of Britain,2018-08-31,1,Atomic Jelly,Movie Games S.A.,windows,Action;Indie;Simulation,Simulation;Action;Indie,48,96,48,0,0,0-20000,14.99
847580,Truth: Disorder II,2018-05-02,1,JustE A,JustE Publishing,windows;mac;linux,Indie,Indie;Visual Novel;Sci-fi,28,1,5,0,0,0-20000,1.69
751430,Puzzle of Santa Girl VR,2018-01-24,1,Studio Thug Life,Studio Thug Life,windows,Casual;Indie,Indie;Casual;VR,0,1,1,0,0,0-20000,11.39
365360,Battle Brothers,2017-03-24,1,Overhype Studios,Overhype Studios,windows,Indie;RPG;Strategy,Strategy;Turn-Based Combat;Medieval,89,5181,709,0,0,100000-200000,22.99
354180,Bunker - The Underground Game,2015-05-21,1,Nightly Studios,2tainment GmbH,windows,Adventure;Indie,Indie;Adventure;Point & Click,33,41,24,0,0,0-20000,2.89
571350,DED,2017-03-03,1,L. Stotch;Vladimir Soldatov,L. Stotch;Vladimir Soldatov,windows;linux,Action;Free to Play;Indie,Free to Play;Action;Indie,10,337,79,0,0,50000-100000,0.0
959990,Block Puzzle!,2019-04-04,1,Garnudo Games,Garnudo Games,windows,Casual;Indie;Simulation,Indie;Casual;Simulation,0,1,0,0,0,0-20000,0.79
978910,Necro Defense,2019-01-25,0,3D FACTORY,3D FACTORY,windows,Action;Simulation;Strategy,Strategy;Action;Simulation,0,1,2,0,0,0-20000,0.0
916060,Loca-Love My Cute Roommate,2018-10-25,1,Frontwing,Frontwing USA,windows,Adventure;Casual,Nudity;Sexual Content;Casual,15,29,4,0,0,0-20000,15.49
104200,BEEP,2011-05-06,1,Big Fat Alien,Big Fat Alien,windows,Adventure;Indie,Indie;Platformer;Adventure,0,4036,731,140,147,500000-1000000,1.59
1610,Space Empires IV Deluxe,2006-02-07,1,Malfador Machinations,Strategy First,windows,Strategy,Strategy;4X;Sci-fi,0,112,26,0,0,50000-100000,6.99
636050,5 Star Rio Resort,2017-06-30,1,rokaplay,rokaplay,windows,Casual,Casual;Match 3;Card Game,0,11,5,0,0,0-20000,6.19
772420,COMPLEX a VR Puzzle Game,2018-01-08,1,Rock AK Games;Adem Kaya Rockyade,Rock AK Games (AK),windows,Casual;Indie;Simulation;Strategy,Strategy;Indie;Casual,0,6,3,0,0,0-20000,1.69
357780,Defend Your Life: TD,2015-04-10,1,Alda Games,Alda Games,windows;mac;linux,Action;Casual;Indie;Strategy,Tower Defense;Casual;Strategy,20,743,179,603,708,200000-500000,3.99
265380,Grimind,2014-02-13,1,Paweł Mogiła,Forever Entertainment S. A.,windows;mac;linux,Action;Adventure;Indie,Indie;Platformer;Adventure,15,163,78,214,273,100000-200000,6.99
783600,Kicking Kittens: Putin Saves The World,2018-01-25,1,Virtual Top,VT Publishing,windows,Action;Casual,Action;Casual;Indie,5000,28,19,0,0,0-20000,3.99
652050,The Labyrinth,2017-06-21,1,Alexander Spillman,Alexander Spillman,windows,Adventure;RPG;Early Access,Early Access;Adventure;RPG,22,16,1,0,0,0-20000,3.99
803680,Eat Your Words,2018-12-25,1,Johnny Ow,Johnny Ow,windows,Casual;Indie,Indie;Casual,19,0,1,0,0,0-20000,4.79
809330,Destiny of Light,2018-03-09,1,Ohayo Software,Ohayo Software,windows,Adventure;Indie;RPG,Adventure;Indie;RPG,0,1,1,0,0,0-20000,0.79
800720,Space Fighters,2018-04-02,1,ZeroByter Games,ZeroByter Games,windows,Action;Indie,Action;Indie;Space,23,1,0,0,0,0-20000,1.69
287200,Wildlife Park 3,2014-05-12,1,b-alive gmbh,b-alive gmbh,windows,Casual;Indie;Simulation;Strategy,Simulation;Strategy;Casual,41,192,178,0,0,50000-100000,6.99
458200,Rumpus,2016-07-04,1,Luke Iannini,Luke Iannini,windows,Animation & Modeling;Audio Production;Design & Illustration;Education;Early Access,Early Access;Design & Illustration;Animation & Modeling,0,4,0,0,0,0-20000,10.99
611390,Anicon - Animal Complex - Sheep's Path,2018-08-03,1,Zeiva Inc,Zeiva Inc,windows,Adventure;Casual;Indie,Adventure;Casual;Indie,0,4,0,0,0,0-20000,5.59
594330,Visage,2018-10-02,1,SadSquare Studio,SadSquare Studio,windows,Action;Adventure;Indie;Simulation;Early Access,Early Access;Horror;Psychological Horror,7,1124,163,0,0,20000-50000,19.49
464040,Log Drive Runner,2016-09-08,1,Proud Camel Games,Proud Camel Games,windows,Casual;Indie,Indie;Casual;Runner,9,15,2,0,0,0-20000,4.99
288260,Conflicks - Revolutionary Space Battles,2015-11-05,1,Artifice Studio,Artifice Studio,windows;mac;linux,Action;Casual;Indie;Strategy,Strategy;Indie;Action,44,120,52,0,0,0-20000,4.99
690040,SUPERHOT: MIND CONTROL DELETE,2017-12-07,1,SUPERHOT Team,SUPERHOT Team,windows,Action;Indie;Early Access,Early Access;Action;Indie,1,240,36,0,0,0-20000,9.29
656690,Medieval Steve,2018-09-20,1,JForth Designs,JForth Designs,windows,Action;Adventure;Casual;Indie,Action;Casual;Adventure,25,7,2,0,0,0-20000,9.99
297750,Close Combat - Gateway to Caen,2014-06-06,1,Slitherine Ltd.,Slitherine Ltd.,windows,Simulation;Strategy,Strategy;World War II;Simulation,0,191,111,1,1,20000-50000,29.99
547470,Apokalypsis,2016-11-07,1,Quantum Entanglement Games,Quantum Entanglement Games,windows,Action,Action,0,16,17,356,356,20000-50000,1.59
576880,Blackwater Bayou VR,2017-01-13,1,Virtual Rage Studios LLC,Virtual Rage Studios LLC,windows,Action;Adventure;Casual;Indie;RPG;Simulation,Action;RPG;Indie,17,40,79,174,230,20000-50000,0.79
858180,Adventures of Mike,2018-05-24,1,Polina Medyanik,Polina Medyanik,windows,Casual;Indie,Indie;Casual,9,1,1,0,0,0-20000,0.79
870090,Lems,2018-06-21,1,Universe Worth Experiencing,Universe Worth Experiencing,windows,Indie;Early Access,Early Access;Indie;VR,0,5,1,0,0,0-20000,13.99
573550,GoalkeepVr,2017-01-06,1,DigitalBadger Design,DigitalBadger Design,windows,Action;Simulation;Sports,Action;Simulation;Sports,0,17,4,0,0,0-20000,2.79
654630,Dreamblaster,2017-07-05,1,Odamir Khaulepi,Khaulepi,windows,Action;Indie,Action;Indie,25,2,0,0,0,0-20000,0.79
16110,Virtual Villagers: The Lost Children,2008-05-12,1,Last Day of Work,Last Day of Work,windows,Casual;Simulation,Casual;Simulation,0,11,3,0,0,0-20000,5.99
916130,Meet the Miner - WDR VR Bergwerk,2018-09-20,1,Aesir Interactive,Westdeutscher Rundfunk Koeln,windows,Action;Adventure;Free to Play;Simulation,Free to Play;Simulation;Action,0,18,6,0,0,0-20000,0.0
960700,GUNS 'n GUTS,2018-11-12,1,Eric C,Eric C,windows,Action;Indie,Action;Indie;Gore,0,7,0,0,0,0-20000,0.79
557190,BuildMoreCubes,2016-11-21,1,HA Studio Ltd.,HA Studio Ltd.,windows,Action;Adventure;Casual;Indie;Strategy,Casual;Strategy;Action,0,10,10,0,0,0-20000,1.69
527470,Donuts'n'Justice,2016-11-22,1,FobTi interactive,FobTi interactive,windows,Violent;Gore;Action;Indie,Action;Violent;Indie,35,68,12,331,331,0-20000,3.99
598480,World of One,2017-06-08,1,Grimwood Team,Grimwood Team,windows;mac;linux,Violent;Gore;Action;Adventure;Indie,Indie;Action;Gore,38,56,23,0,0,0-20000,2.89
971610,Gyro Boss DX,2019-03-22,1,Chequered Ink Ltd.,Chequered Ink Ltd.,windows,Action;Casual,Action;Casual,0,8,0,0,0,0-20000,3.99
389570,Mitos.is: The Game,2015-07-29,1,Freakinware Studios,Freakinware Studios,windows;mac,Free to Play;Simulation,Free to Play;Multiplayer;Massively Multiplayer,0,9463,2158,268,67,2000000-5000000,0.0
455290,Dashing Dinos,2016-10-26,1,Lost Mountain,Lost Mountain,windows,Action;Casual;Indie,Action;Indie;Casual,8,3,0,0,0,0-20000,7.99
380700,Zombie Killtime,2015-08-04,1,Nicholas Mallory,Nicholas Mallory,windows;mac,Action;Adventure;Casual;Indie,Action;Adventure;Indie,9,26,18,0,0,0-20000,1.59
851770,Number Hunt,2018-12-21,1,PaleBlue XYZ,PaleBlue XYZ,windows,Action;Indie,Action;Indie;VR,24,1,0,0,0,0-20000,11.0
921850,Jar Sam,2018-10-04,1,Dead Peach,Dead Peach,windows,Indie,Indie,12,5,0,0,0,0-20000,0.79
699010,Unsettled,2017-11-22,1,Field of View CE,Field of View CE,windows,Adventure;Indie;Early Access,Early Access;Indie;Adventure,10,6,5,0,0,0-20000,6.99
756490,Next Hero,2018-03-16,1,LINE Games Corporation,LINE Games Corporation,windows,Action;Adventure;Casual;Indie;RPG,Action;Adventure;RPG,77,22,8,0,0,0-20000,7.19
729370,-KLAUS-,2019-01-23,1,La Cosa,La Cosa,windows,Adventure;Indie,Adventure;Indie;Platformer,41,31,0,0,0,0-20000,11.39
897360,Urban Explorer Golf,2018-07-30,1,Thomas Diehl,DIEVOLUTION SOFTWARE,windows,Casual;Indie,Indie;Casual;Puzzle,0,2,0,0,0,0-20000,2.89
598470,Dungeon Creepster,2017-03-24,1,Electric Root,VT Publishing,windows,Action;Adventure;Casual;Indie;RPG,Action;Adventure;Casual,500,185,188,179,203,200000-500000,3.99
560720,Dark Angels: Masquerade of Shadows,2017-02-02,1,Skywind Games,Alawar Entertainment,windows,Adventure;Casual,Casual;Adventure;Hidden Object,30,97,7,0,0,0-20000,2.79
623940,HIVESWAP: Act 1,2017-09-14,1,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",windows;mac;linux,Adventure;Indie;RPG,Adventure;Point & Click;Great Soundtrack,44,2909,171,243,243,200000-500000,5.59
917770,Mystery House -fivestones-,2018-09-03,1,Andwhy,Andwhy,windows,Adventure;Indie;Simulation,Adventure;Indie;Simulation,0,1,0,0,0,0-20000,4.79
1021840,Asteroid Hideout,2019-03-14,1,toxicbrain,toxicbrain,windows,Action;Casual;Indie,Casual;Indie;Action,3,3,1,0,0,0-20000,2.09
331510,Amphora,2014-11-12,1,Moondrop,Moondrop,windows;mac,Adventure;Indie,Indie;Puzzle;Adventure,7,122,26,0,0,0-20000,9.99
877760,Thick Light,2018-07-21,1,Rimma Filato,Rimma Filato,windows,Action;Adventure;Indie,Action;Adventure;Indie,6,36,5,0,0,0-20000,0.79
758050,Internet Simulator,2018-03-15,0,Kavkaz Sila Game,Kavkaz Sila Game,windows,Indie;Simulation,Indie;Simulation;Violent,19,18,18,0,0,0-20000,2.09
262100,Trench Run,2016-04-07,1,Transhuman Design,Transhuman Design,windows;mac;linux,Action;Casual;Indie,Action;Casual;Indie,0,47,41,0,0,0-20000,2.89
234140,Mad Max,2015-09-01,1,Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux),Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,Action;Adventure,Open World;Action;Post-apocalyptic,49,36222,3811,1030,699,2000000-5000000,15.99
786690,Bloody Skyscraper,2018-02-23,1,Nedodnb,Dagestan Technology,windows,Action;Adventure;Casual;Indie,Action;Casual;Adventure,0,5,4,0,0,0-20000,0.79
431640,Doodle Kingdom,2016-06-09,1,JoyBits Ltd.,JoyBits Ltd.,windows;mac;linux,Action;Casual;Indie;Simulation,Casual;Indie;Simulation,14,53,65,263,271,50000-100000,6.19
525450,King Oddball,2016-09-09,1,10tons Ltd,10tons Ltd,windows;mac;linux,Action;Indie,Indie;Physics;Casual,15,37,3,0,0,0-20000,3.99
540250,Tank Battle: 1945,2017-02-16,1,HexWar Games,HexWar Games,windows;mac,Strategy,Strategy,15,5,4,0,0,0-20000,6.99
428040,Sixth Grade Detective,2015-12-21,1,Choice of Games,Choice of Games,windows;mac;linux,Indie;RPG,RPG;Indie;Choose Your Own Adventure,19,22,2,0,0,0-20000,2.09
336020,Pahelika: Secret Legends,2015-01-23,1,Ironcode Gaming,KISS ltd,windows,Casual;Indie,Indie;Casual;Point & Click,18,25,33,0,0,0-20000,1.69
648570,Hell Dimension VR,2017-09-07,1,Third Door Studio,Subdream Studios,windows,Violent;Gore;Action,Action;Gore;Violent,27,13,4,0,0,0-20000,6.99
791350,Favorite Miner,2018-02-06,1,IndieLip,IndieLip,windows,Adventure;Casual;Indie;Simulation,Casual;Adventure;Indie,0,22,36,13,13,20000-50000,2.89
463880,Beyond Magic,2017-02-20,1,Falling Star Studio,Falling Star Studio,windows,Adventure;Casual;Indie;RPG,Adventure;RPG;Indie,7,14,6,0,0,0-20000,1.99
588210,HELLION,2017-02-24,1,Zero Gravity,Zero Gravity,windows,Action;Indie;Massively Multiplayer;Simulation;Early Access,Early Access;Space;Survival,12,1566,779,0,0,100000-200000,19.99
628820,ALaLa: Wake Mi Up!,2017-05-15,1,Fevolution Innovation Inc.,Fevolution Innovation Inc.,windows,Adventure;Casual;Indie;Strategy,Adventure;Indie;Casual,0,7,4,0,0,0-20000,7.99
240600,MotoGP™13,2013-06-20,1,Milestone S.r.l.,Plug In Digital;Milestone S.r.l.,windows,Racing;Simulation;Sports,Racing;Sports;Simulation,46,409,166,0,0,50000-100000,6.99
649450,Deadly Escape,2018-02-09,1,Ominous Entertainment,Ominous Entertainment,windows;mac;linux,Action;Indie,Indie;Action;Pixel Graphics,13,37,12,0,0,0-20000,1.69
865270,LIBRARY,2018-08-10,1,Happy Snake,Happy Snake Games,windows;mac;linux,Indie,Indie;Cute,8,81,2,0,0,0-20000,1.69
322780,Worlds Adrift,2017-05-24,1,Bossa Studios,Bossa Studios,windows,Action;Adventure;Indie;Massively Multiplayer;Early Access,Early Access;Open World;Massively Multiplayer,0,2621,1096,592,592,100000-200000,19.49
968290,Deported 2: Build That Wall,2018-12-07,1,Crankage Games,Crankage Games,windows,Indie,Indie;Comedy;Funny,0,32,1,0,0,0-20000,0.79
364350,The Apotheosis Project,2015-07-10,1,Midian Design,Screen 7,windows,Adventure;Indie,Adventure;Indie;Point & Click,35,23,19,0,0,0-20000,2.09
547340,LoveKami -Divinity Stage-,2016-12-15,1,MoeNovel,MoeNovel,windows,Adventure;Casual;Simulation,Sexual Content;Nudity;Anime,20,223,35,223,223,20000-50000,9.99
546030,Fatal Gem VR(The First Match-3 VR Game),2016-11-23,1,Edougame,Edougame,windows,Casual;Indie;Simulation;Sports;Strategy,Strategy;Indie;Casual,6,5,8,0,0,0-20000,2.09
681330,Helium Rain,2018-10-11,1,Deimos Games,Deimos Games,windows;linux,Action;Indie;Simulation;Strategy,Simulation;Space Sim;Strategy,23,127,23,0,0,0-20000,10.99
887370,Element: Space,2019-02-14,1,Sixth Vowel,Inca Games,windows,Action;Indie;RPG;Strategy,Turn-Based Combat;Strategy;RPG,56,112,45,0,0,0-20000,19.49
444770,Mimpi Dreams,2016-03-22,1,Dreadlocks Mobile;Silicon Jelly,Dreadlocks Mobile;Silicon Jelly;Dreadlocks Ltd.,windows;mac;linux,Adventure;Indie,Indie;Adventure;Cute,57,311,22,87,87,50000-100000,0.0
845630,Disdoored,2018-05-31,1,Anton Riot and Co,Bitbox Ltd.,windows,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,Early Access;Indie;Action,38,16,10,0,0,0-20000,15.49
767110,Anime Girls VR,2017-12-23,1,Kawaii VR,Kawaii VR,windows,Sexual Content;Nudity;Casual;Indie;Simulation,Sexual Content;Nudity;Anime,0,6,11,0,0,0-20000,9.29
